player_id,player_name
castlst01,Stephon Castle
gilgesh01,Shai Gilgeous-Alexander
sabondo01,Domantas Sabonis
youngtr01,Trae Young
antetgi01,Giannis Antetokounmpo
jokicni01,Nikola Jokić
doncilu01,Luka Dončić
edwaran01,Anthony Edwards
tatumja01,Jayson Tatum
duranke01,Kevin Durant
maxeyty01,Tyrese Maxey
cunnica01,Cade Cunningham
brunsja01,Jalen Brunson
banchpa01,Paolo Banchero
bookede01,Devin Booker
ballla01,LaMelo Ball
lillada01,Damian Lillard
davisan02,Anthony Davis
irvinky01,Kyrie Irving
willizi01,Zion Williamson
curryst01,Stephen Curry
jamesle01,LeBron James
townska01,Karl-Anthony Towns
wembavi01,Victor Wembanyama
wagnefr01,Franz Wagner
mitchdo01,Donovan Mitchell
thomaca02,Cam Thomas
herroty01,Tyler Herro
embiijo01,Joel Embiid
foxde01,De'Aaron Fox
lavinza01,Zach LaVine
moranja01,Ja Morant
hardeja01,James Harden
brownja02,Jaylen Brown
derozde01,DeMar DeRozan
ingrabr01,Brandon Ingram
jacksja02,Jaren Jackson Jr.
powelno01,Norman Powell
willija06,Jalen Williams
leonaka01,Kawhi Leonard
murraja01,Jamal Murray
murphtr02,Trey Murphy III
barrerj01,RJ Barrett
mccolcj01,CJ McCollum
greenja05,Jalen Green
millebr02,Brandon Miller
garlada01,Darius Garland
poolejo01,Jordan Poole
whiteco01,Coby White
bridgmi02,Miles Bridges
reaveau01,Austin Reaves
siakapa01,Pascal Siakam
porzikr01,Kristaps Porziņģis
barnesc01,Scottie Barnes
simonan01,Anfernee Simons
banede01,Desmond Bane
sengual01,Alperen Şengün
collijo01,John Collins
markkla01,Lauri Markkanen
johnsja05,Jalen Johnson
johnsca02,Cameron Johnson
randlju01,Julius Randle
halibty01,Tyrese Haliburton
mobleev01,Evan Mobley
sharpsh01,Shaedon Sharpe
vucevni01,Nikola Vučević
sextoco01,Collin Sexton
portemi01,Michael Porter Jr.
adebaba01,Bam Adebayo
wiggian01,Andrew Wiggins
anunoog01,OG Anunoby
bridgmi01,Mikal Bridges
iveyja01,Jaden Ivey
butleji01,Jimmy Butler
murrade01,Dejounte Murray
monkma01,Malik Monk
quickim01,Immanuel Quickley
huntede01,De'Andre Hunter
bealbr01,Bradley Beal
avdijde01,Deni Avdija
georgke01,Keyonte George
zubaciv01,Ivica Zubac
whitede01,Derrick White
beaslma01,Malik Beasley
vassede01,Devin Vassell
clarkjo01,Jordan Clarkson
georgpa01,Paul George
suggsja01,Jalen Suggs
mathube01,Bennedict Mathurin
turnemy01,Myles Turner
braunch01,Christian Braun
kuminjo01,Jonathan Kuminga
mccaija01,Jared McCain
willima07,Mark Williams
oubreke01,Kelly Oubre Jr.
holmgch01,Chet Holmgren
kuzmaky01,Kyle Kuzma
gordoaa01,Aaron Gordon
washipj01,P.J. Washington
grimequ01,Quentin Grimes
giddejo01,Josh Giddey
poeltja01,Jakob Poeltl
aytonde01,Deandre Ayton
dickgr01,Gradey Dick
grantje01,Jerami Grant
pritcpa01,Payton Pritchard
reidna01,Naz Reid
daniedy01,Dyson Daniels
manntr01,Tre Mann
thompam01,Amen Thompson
vanvlfr01,Fred VanVleet
brookdi01,Dillon Brooks
smithto05,Tolu Smith
thompkl01,Klay Thompson
portibo01,Bobby Portis
harrito02,Tobias Harris
hartjo01,Josh Hart
allenja01,Jarrett Allen
okongon01,Onyeka Okongwu
westbru01,Russell Westbrook
marshna01,Naji Marshall
schrode01,Dennis Schröder
hachiru01,Rui Hachimura
lopezbr01,Brook Lopez
sarral01,Alex Sarr
wagnemo01,Moritz Wagner
brogdma01,Malcolm Brogdon
hendesc01,Scoot Henderson
johnske04,Keldon Johnson
russeda01,D'Angelo Russell
risacza01,Zaccharie Risacher
aldamsa01,Santi Aldama
jeromty01,Ty Jerome
murrake02,Keegan Murray
walkelo01,Lonnie Walker IV
barneha02,Harrison Barnes
coulibi01,Bilal Coulibaly
dosunay01,Ayo Dosunmu
gaffoda01,Daniel Gafford
mcdanja02,Jaden McDaniels
smithja05,Jabari Smith Jr.
leverca01,Caris LeVert
timmedr01,Drew Timme
easonta01,Tari Eason
goberru01,Rudy Gobert
nesmiaa01,Aaron Nesmith
wiggiaa01,Aaron Wiggins
middlkh01,Khris Middleton
durenja01,Jalen Duren
divindo01,Donte DiVincenzo
podzibr01,Brandin Podziemski
kispeco01,Corey Kispert
sochaje01,Jeremy Sochan
camarto01,Toumani Camara
harteis01,Isaiah Hartenstein
hieldbu01,Buddy Hield
holidjr01,Jrue Holiday
kesslwa01,Walker Kessler
trentga02,Gary Trent Jr.
dinwisp01,Spencer Dinwiddie
hardati02,Tim Hardaway Jr.
robindu01,Duncan Robinson
yabusgu01,Guerschon Yabusele
sensabr01,Brice Sensabaugh
bogdabo01,Bogdan Bogdanović
hawkijo01,Jordan Hawkins
bostobr01,Brandon Boston Jr.
jovicni01,Nikola Jović
allengr01,Grayson Allen
johnske07,Keon Johnson
roziete01,Terry Rozier
toppiob01,Obi Toppin
valanjo01,Jonas Valančiūnas
agbajoc01,Ochai Agbaji
wellsja01,Jaylen Wells
willigr01,Grant Williams
porteke02,Kevin Porter Jr.
alvarjo01,Jose Alvarado
claxtni01,Nic Claxton
joneshe01,Herbert Jones
meltode01,De'Anthony Melton
joeis01,Isaiah Joe
jonesty01,Tyus Jones
watfotr01,Trendon Watford
brookke02,Keion Brooks Jr.
dortlu01,Luguentz Dort
edwarju01,Justin Edwards
jonesde02,Derrick Jones Jr.
thompau01,Ausar Thompson
bouchch01,Chris Boucher
nembhan01,Andrew Nembhard
willizi02,Ziaire Williams
huertke01,Kevin Huerter
niangge01,Georges Niang
champju02,Julian Champagnie
pippesc02,Scotty Pippen Jr.
smithni01,Nick Smith Jr.
carrica01,Bub Carrington
moodymo01,Moses Moody
coffeam01,Amir Coffey
chrisma02,Max Christie
filipky01,Kyle Filipowski
evbuoto01,Tosan Evbuomwan
mcbrimi01,Miles McBride
wilsoja03,Jalen Wilson
alexani01,Nickeil Alexander-Walker
anthoco01,Cole Anthony
blackan01,Anthony Black
strusma01,Max Strus
vukcetr01,Tristan Vukcevic
whitmca01,Cam Whitmore
richani01,Nick Richards
wareke01,Kel'el Ware
edeyza01,Zach Edey
cartewe01,Wendell Carter Jr.
clownno01,Noah Clowney
knechda01,Dalton Knecht
lawsoaj01,A.J. Lawson
mccontj01,T.J. McConnell
missiyv01,Yves Missi
onealro01,Royce O'Neale
butleja02,Jared Butler
smartma01,Marcus Smart
greendr01,Draymond Green
hayeski01,Killian Hayes
horfoal01,Al Horford
strawju01,Julian Strawther
willipa01,Patrick Williams
nurkiju01,Jusuf Nurkić
capelca01,Clint Capela
juzanjo01,Johnny Juzang
kennalu01,Luke Kennard
champju01,Justin Champagnie
mykhasv01,Svi Mykhailiuk
paulch01,Chris Paul
olynyke01,Kelly Olynyk
finnedo01,Dorian Finney-Smith
brissos01,Oshae Brissett
caldwke01,Kentavious Caldwell-Pope
colliis01,Isaiah Collier
exumda01,Dante Exum
georgky01,Kyshawn George
hardyja02,Jaden Hardy
livelde01,Dereck Lively II
martity01,Tyrese Martin
buzelma01,Matas Buzelis
jaqueja01,Jaime Jaquez Jr.
walteja01,Ja'Kobe Walter
hausesa01,Sam Hauser
nancela02,Larry Nance Jr.
rhodeja01,Jared Rhoden
nowelja01,Jaylen Nowell
wallaca01,Cason Wallace
brownbr01,Bruce Brown
bantoda01,Dalano Banton
clarkbr01,Brandon Clarke
elliske01,Keon Ellis
willibr03,Brandon Williams
conlemi01,Mike Conley
princta02,Taurean Prince
smithja04,Jalen Smith
postqu01,Quinten Post
watsope01,Peyton Watson
mitchda01,Davion Mitchell
martica02,Caleb Martin
etienty01,Tyson Etienne
sharpda01,Day'Ron Sharpe
simpskj01,KJ Simpson
mannte01,Terance Mann
matkoka01,Karlo Matković
johnsaj01,AJ Johnson
balllo01,Lonzo Ball
tshieos01,Oscar Tshiebwe
mathega01,Garrison Mathews
thybuma01,Matisse Thybulle
greenaj01,A.J. Green
greenjo02,Josh Green
holmeri01,Richaun Holmes
baughda01,Damion Baugh
burksal01,Alec Burks
councri01,Ricky Council IV
drumman01,Andre Drummond
jonestr01,Tre Jones
bitadgo01,Goga Bitadze
dasiltr01,Tristan Da Silva
jacksgg01,GG Jackson II
krejcvi01,Vit Krejci
merrisa01,Sam Merrill
plowdda01,Daeqwon Plowden
tomlina01,Nae'Qwan Tomlin
okogijo01,Josh Okogie
hoodsja01,Jalen Hood-Schifino
battlja01,Jamison Battle
carusal01,Alex Caruso
sheadja01,Jamal Shead
dowtije01,Jeff Dowtin
garrema01,Marcus Garrett
jacksis01,Isaiah Jackson
simsja01,Jaylen Sims
robinor01,Orlando Robinson
laravja01,Jake LaRavia
dunnry01,Ryan Dunn
huffja01,Jay Huff
payneca01,Cameron Payne
reevean01,Antonio Reeves
martico01,Cody Martin
bolbo01,Bol Bol
gordoer01,Eric Gordon
hayesja02,Jaxson Hayes
baglema02,Marcus Bagley
jeffrda01,DaQuan Jeffries
quinole01,Lester Quiñones
micicva01,Vasilije Micić
achiupr01,Precious Achiuwa
jackstr02,Trayce Jackson-Davis
sassema01,Marcus Sasser
willivi01,Vince Williams Jr.
bryanth01,Thomas Bryant
clingdo01,Donovan Clingan
curryse01,Seth Curry
highsha01,Haywood Highsmith
hortota01,Talen Horton-Tucker
lylestr01,Trey Lyles
mitchaj01,Ajay Mitchell
paytoga02,Gary Payton II
colliza01,Zach Collins
dunnkr01,Kris Dunn
hollaro01,Ron Holland
martike04,KJ Martin
vincega01,Gabe Vincent
mamuksa01,Sandro Mamukelashvili
robinje02,Jeremiah Robinson-Earl
willike04,Kenrich Williams
hylanbo01,Bones Hyland
mogbojo01,Jonathan Mogbo
rolliry01,Ryan Rollins
smithdr01,Dru Smith
okorois01,Isaac Okoro
walkeja02,Jarace Walker
nfalyda01,N'Faly Dante
gueyemo02,Mouhamed Gueye
kornelu01,Luke Kornet
mobleis01,Isaiah Mobley
stewais01,Isaiah Stewart
wisemja01,James Wiseman
wongis01,Isaiah Wong
swideco01,Cole Swider
okekech01,Chuma Okeke
anderky01,Kyle Anderson
fontesi01,Simone Fontecchio
gilleco01,Collin Gillespie
salauti01,Tidjane Salaün
willija07,Jaylin Williams
brownmo01,Moses Brown
bonaad01,Adem Bona
jacksqu01,Quenton Jackson
williro04,Robert Williams
diabamo01,Moussa Diabaté
whiteda01,Dariq Whitehead
shamela01,Landry Shamet
goodwjo01,Jordan Goodwin
miltosh01,Shake Milton
holidaa01,Aaron Holiday
greenje02,Jeff Green
isaacjo01,Jonathan Isaac
wadede01,Dean Wade
wallake01,Keaton Wallace
bufkiko01,Kobe Bufkin
cainja01,Jamal Cain
connapa01,Pat Connaughton
loveke01,Kevin Love
sheppbe01,Ben Sheppard
morrimo01,Monte Morris
walkeja01,Jabari Walker
greenja02,Javonte Green
reeseal01,Alex Reese
biyombi01,Bismack Biyombo
robinmi01,Mitchell Robinson
joneska01,Kai Jones
simmobe01,Ben Simmons
branhma01,Malaki Branham
quetane01,Neemias Queta
willial06,Alondes Williams
martija02,Jaylen Martin
waterli01,Lindy Waters III
queentr01,Trevelin Queen
landajo01,Jock Landale
castlco01,Colin Castleton
hendrta01,Taylor Hendricks
roddyda01,David Roddy
eubandr01,Drew Eubanks
larsspe01,Pelle Larsson
phillju01,Julian Phillips
willico04,Cody Williams
dilliro01,Rob Dillingham
howarje01,Jett Howard
looneke01,Kevon Looney
plumlma01,Mason Plumlee
terryda01,Dalen Terry
baglema01,Marvin Bagley III
bassech01,Charles Bassey
bradlto01,Tony Bradley
jacksre01,Reggie Jackson
sheppre01,Reed Sheppard
stevela01,Lamar Stevens
bambamo01,Mo Bamba
carteje01,Jevon Carter
pottemi01,Micah Potter
shannte01,Terrence Shannon Jr. 
theisda01,Daniel Theis
craigto01,Torrey Craig
moorewe01,Wendell Moore Jr.
barlodo01,Dominick Barlow
edwarke02,Kessler Edwards
ighodos01,Oso Ighodaro
murrakr01,Kris Murray
reathdu01,Duop Reath
spencca01,Cam Spencer
lewisma05,Maxwell Lewis
clarkja02,Jaylen Clark
houstca01,Caleb Houstan
millejo02,Jordan Miller
pickeja02,Jalen Pickett
reedpa01,Paul Reed
santogu01,Gui Santos
vandeja01,Jarred Vanderbilt
jonesco02,Colby Jones
batumni01,Nicolas Batum
flynnma01,Malachi Flynn
harpero02,Ron Harper Jr.
richajo01,Josh Richardson
adamsst01,Steven Adams
lowryky01,Kyle Lowry
prospol01,Olivier-Maxence Prosper
millspa02,Patty Mills
carlsbr01,Branden Carlson
cartede02,Devin Carter
diengou01,Ousmane Dieng
morrima02,Markieff Morris
batesem01,Emoni Bates
jordade01,DeAndre Jordan
portecr01,Craig Porter Jr.
roweja01,Jackson Rowe
weslebl01,Blake Wesley
thorjt01,JT Thor
scheiba01,Baylor Scheierman
tateja01,Jae'Sean Tate
tysonja01,Jaylon Tyson
paytoel01,Elfrid Payton
garzalu01,Luka Garza
josepco01,Cory Joseph
mcderdo01,Doug McDermott
saricda01,Dario Šarić
bouyeja01,Jamaree Bouyea
fernabr01,Bruno Fernando
jacksan01,Andre Jackson Jr.
jonesis01,Isaac Jones
knoxke01,Kevin Knox
leeda03,Damion Lee
willije02,Jeenathan Williams
harklej01,Elijah Harkless
nnajize01,Zeke Nnaji
reddica01,Cam Reddish
wrighde01,Delon Wright
kelleky01,Kylor Kelley
harriga01,Gary Harris
klebima01,Maxi Kleber
mooreta02,Taze Moore
ruperra01,Rayan Rupert
tuckepj01,P.J. Tucker
nancepe01,Pete Nance
fultzma01,Markelle Fultz
gibsota01,Taj Gibson
smithty02,Tyler Smith
dennira01,RayJ Dennis
dukeda01,David Duke Jr.
johnske10,Keshad Johnson
beekmre01,Reece Beekman
crowdja01,Jae Crowder
minotjo01,Josh Minott
tysonhu01,Hunter Tyson
sprinja01,Jaden Springer
jemistr01,Trey Jemison
gillan01,Anthony Gill
jonesdi01,Dillon Jones
spencpa01,Pat Spencer
davisjo06,Johnny Davis
kolokch01,Christian Koloko
konchjo01,John Konchar
beaucma01,MarJon Beauchamp
jamesbr02,Bronny James
jonesma05,Mason Jones
norrimi01,Miles Norris
baldwpa01,Patrick Baldwin Jr.
peterdr01,Drew Peterson
washity02,TyTy Washington Jr.
mclaujo01,Jordan McLaughlin
davisjd01,JD Davison
duartch01,Chris Duarte
freemen01,Enrique Freeman
furphjo01,Johnny Furphy
poweldw01,Dwight Powell
chrisjo01,Josh Christopher
kolekty01,Tyler Kolek
sanogad01,Adama Sanogo
brownko01,Kobe Brown
hukpoar01,Ariel Hukporti
klintbo01,Bobi Klintman
templga01,Garrett Temple
simsje01,Jericho Sims
cancavl01,Vlatko Čančar
flaglad01,Adam Flagler
flowetr01,Trentyn Flowers
liddeej01,E.J. Liddell
youngja05,Jahmir Young
dadiepa01,Pacome Dadiet
ducasal01,Alex Ducas
hallpj01,PJ Hall
milleem01,Emanuel Miller
thomptr01,Tristan Thompson
lenal01,Alex Len
kawamyu01,Yuki Kawamura
mcveija01,Jack McVeigh
armeltr01,Armel Traoré
walshjo01,Jordan Walsh
wheelph02,Phillip Wheeler
cissosi01,Sidy Cissoko
gortmja01,Jazian Gortman
mcculke01,Kevin McCullar Jr.
millele01,Leonard Miller
olivaqu01,Quincy Olivari
ryanma01,Matt Ryan
toppija01,Jacob Toppin
chrisca02,Cam Christie
livinch01,Chris Livingston
alexatr01,Trey Alexander
jonessp01,Spencer Jones
labissk01,Skal Labissière
bridgja01,Jalen Bridges
colliyu01,Yuri Collins
jenkida01,Daniss Jenkins
keybr01,Braxton Key
mcgowbr01,Bryce McGowens
tillmxa01,Xavier Tillman Sr.
travelu01,Luke Travers
crawfis01,Isaiah Crawford
minayju01,Justin Minaya
watsoan02,Anton Watson
cartodj01,D.J. Carton
doziepj01,PJ Dozier
inglejo01,Joe Ingles
ingraha01,Harrison Ingram
chomcul01,Ulrich Chomche
johnsja01,James Johnson
robbili01,Liam Robbins
umudest01,Stanley Umude
cuiyo01,Cui Yongxi
newtotr01,Tristen Newton
leonsma01,Malevy Leons
nixda01,Daishen Nix
daviste02,Terence Davis
edwarje01,Jesse Edwards
mccluma01,Mac McClung
mcdanja01,Jalen McDaniels
minixri01,Riley Minix
okafoja01,Jahlil Okafor
pullizy01,Zyon Pullin
steveis01,Isaiah Stevens
taylote01,Terry Taylor
hayesel01,E. Hayes
stockjo01,J. Stockton
olajuha01,H. Olajuwon
chambwi01,W. Chamberlain
schaydo01,D. Schayes
havlijo01,J. Havlicek
