Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
208.0,Ziaire Williams,23.0,BRK,SF,31.0,16.0,704.0,12.5,0.54,0.488,0.291,5.3,19.3,12.1,10.0,2.2,1.7,11.0,19.3,0.2,0.6,0.9,0.061,-2.5,-0.2,-2.6,-0.1,
209.0,Kevin Porter Jr.,24.0,LAC,SG,36.0,1.0,698.0,12.3,0.479,0.269,0.217,3.5,15.5,9.6,26.2,2.4,1.6,16.9,26.7,-1.0,1.2,0.2,0.013,-3.1,0.6,-2.4,-0.1,
210.0,Ja Morant,25.0,MEM,PG,24.0,24.0,681.0,19.6,0.561,0.302,0.386,2.5,13.1,8.0,38.8,2.0,1.1,17.0,32.2,0.9,0.9,1.8,0.127,3.2,-0.3,2.9,0.8,
211.0,Andre Jackson Jr.,23.0,MIL,SG,39.0,31.0,675.0,7.5,0.527,0.45,0.101,7.0,12.4,9.8,10.6,1.6,1.5,23.3,11.4,-0.1,0.8,0.7,0.05,-4.5,0.4,-4.1,-0.4,
212.0,Ty Jerome,27.0,CLE,SG,38.0,2.0,671.0,21.1,0.639,0.43,0.231,4.2,9.7,7.0,26.9,3.1,0.1,12.1,22.2,2.1,0.9,3.0,0.215,3.0,1.2,4.1,1.0,
213.0,Simone Fontecchio,29.0,DET,SF,37.0,0.0,670.0,9.4,0.557,0.613,0.241,4.5,13.6,9.1,6.5,0.9,0.9,13.0,16.1,0.2,0.5,0.7,0.048,-2.3,-1.3,-3.6,-0.3,
214.0,Jeremiah Robinson-Earl,24.0,NOP,PF,36.0,5.0,669.0,13.7,0.55,0.447,0.154,10.6,18.5,14.4,10.2,1.9,0.7,11.5,14.2,0.8,0.3,1.1,0.081,-0.8,-1.2,-2.0,0.0,
215.0,Cole Anthony,24.0,ORL,PG,41.0,8.0,666.0,12.7,0.499,0.386,0.215,4.1,16.9,10.1,28.1,1.8,1.6,15.6,26.8,-0.5,1.0,0.5,0.037,-2.1,0.3,-1.9,0.0,
216.0,Ron Holland,19.0,DET,SF,42.0,1.0,659.0,10.3,0.556,0.383,0.221,3.6,16.2,9.9,7.0,1.5,0.9,13.5,18.2,0.0,0.6,0.6,0.046,-3.9,-0.4,-4.3,-0.4,
217.0,Kyle Kuzma,29.0,WAS,PF,24.0,22.0,658.0,10.2,0.488,0.339,0.22,2.8,17.3,10.0,14.7,1.3,0.7,14.1,26.0,-1.2,0.1,-1.0,-0.077,-3.4,-2.5,-5.8,-0.6,
218.0,Trey Lyles,29.0,SAC,PF,32.0,2.0,658.0,11.3,0.54,0.704,0.183,5.7,19.9,12.8,6.1,1.4,2.2,9.5,14.4,0.4,0.7,1.1,0.083,-1.0,-0.5,-1.5,0.1,
219.0,Isaiah Collier,20.0,UTA,PG,32.0,8.0,652.0,5.5,0.414,0.386,0.196,1.7,12.9,7.4,30.5,1.7,1.0,31.2,16.1,-1.2,0.2,-1.0,-0.073,-6.3,-1.4,-7.7,-0.9,
220.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,648.0,10.6,0.541,0.419,0.233,3.5,9.8,6.5,14.0,2.8,1.3,15.6,14.6,0.2,0.3,0.5,0.038,-3.7,0.1,-3.6,-0.3,
221.0,Chris Boucher,32.0,TOR,PF,37.0,0.0,647.0,19.6,0.616,0.505,0.249,8.6,19.9,14.2,5.7,1.6,3.3,6.9,21.7,1.4,0.5,1.8,0.136,3.5,-1.0,2.5,0.7,
222.0,Jonathan Isaac,27.0,ORL,PF,38.0,0.0,644.0,16.4,0.511,0.486,0.29,11.6,22.3,16.6,4.6,2.2,7.5,7.1,17.2,0.5,1.4,1.9,0.141,-1.0,1.4,0.5,0.4,
223.0,Jeremy Sochan,21.0,SAS,PF,22.0,19.0,637.0,16.6,0.588,0.178,0.32,10.0,19.3,14.7,13.6,1.5,1.9,13.8,19.5,0.8,0.7,1.5,0.114,-0.1,0.5,0.4,0.4,
224.0,Tidjane Salaün,19.0,CHO,PF,34.0,8.0,625.0,7.1,0.433,0.629,0.182,5.8,18.4,11.9,8.3,1.6,1.0,13.6,14.3,-0.5,0.6,0.1,0.006,-4.6,-0.2,-4.8,-0.4,
225.0,Luke Kennard,28.0,MEM,SG,29.0,1.0,622.0,14.9,0.651,0.69,0.193,3.3,11.4,7.4,18.8,1.2,0.3,11.4,14.6,1.6,0.6,2.2,0.169,2.4,0.2,2.6,0.7,
226.0,Jordan Hawkins,22.0,NOP,SG,27.0,4.0,615.0,9.2,0.485,0.599,0.191,1.8,10.7,6.1,6.2,1.0,2.0,7.8,21.8,-0.4,0.1,-0.3,-0.026,-2.8,-3.4,-6.2,-0.7,
227.0,Cam Thomas,23.0,BRK,SG,19.0,17.0,614.0,18.5,0.596,0.427,0.383,1.8,11.5,6.5,19.4,1.1,0.2,11.5,31.8,0.8,0.2,1.0,0.078,2.8,-2.2,0.7,0.4,
228.0,Sam Merrill,28.0,CLE,SG,34.0,2.0,612.0,9.8,0.545,0.877,0.092,2.2,8.2,5.3,11.1,1.4,1.0,6.9,15.3,0.6,0.5,1.1,0.088,-1.4,-0.1,-1.5,0.1,
229.0,Lindy Waters III,27.0,GSW,SG,33.0,9.0,609.0,8.9,0.508,0.714,0.058,2.5,13.3,7.8,8.3,1.6,1.4,7.2,14.4,0.1,0.7,0.8,0.061,-3.3,0.2,-3.2,-0.2,
230.0,Jamal Shead,22.0,TOR,PG,38.0,0.0,608.0,9.2,0.524,0.441,0.118,1.8,5.5,3.6,28.6,1.8,0.6,21.9,17.3,-0.1,0.1,0.0,-0.001,-3.2,-1.7,-4.8,-0.4,
231.0,Garrison Mathews,28.0,ATL,SG,32.0,2.0,606.0,12.8,0.63,0.839,0.316,1.9,7.9,4.8,10.5,1.7,1.5,9.1,16.2,1.0,0.4,1.4,0.111,-0.3,-0.6,-0.9,0.2,
232.0,Luke Kornet,29.0,BOS,C,36.0,4.0,596.0,19.4,0.667,0.0,0.455,14.4,18.8,16.6,11.8,1.6,5.3,9.6,10.6,2.0,1.0,3.0,0.242,1.6,2.1,3.7,0.9,
233.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,595.0,16.4,0.56,0.345,0.165,2.9,15.8,9.1,27.3,1.3,1.7,16.2,30.1,0.0,0.2,0.2,0.012,1.6,-1.8,-0.3,0.3,
234.0,Tari Eason,23.0,HOU,PF,26.0,0.0,594.0,20.9,0.567,0.32,0.257,9.6,19.7,14.5,7.2,4.1,3.7,6.9,19.9,1.2,1.5,2.7,0.214,2.0,3.6,5.6,1.1,
235.0,Jared McCain,20.0,PHI,SG,23.0,8.0,592.0,15.7,0.589,0.485,0.204,2.4,8.9,5.5,17.6,1.3,0.0,11.0,25.1,0.7,0.3,1.0,0.078,2.0,-1.5,0.5,0.4,
236.0,Jalen Smith,24.0,CHI,C,39.0,1.0,592.0,18.4,0.594,0.543,0.241,10.2,26.1,18.3,7.9,0.9,4.1,8.8,20.9,1.0,0.7,1.7,0.135,0.7,-1.0,-0.3,0.3,
237.0,Jusuf Nurkić,30.0,PHO,C,25.0,23.0,592.0,12.7,0.556,0.362,0.423,8.9,33.1,21.4,11.1,1.9,2.5,22.8,18.7,-0.2,0.8,0.6,0.049,-3.7,0.4,-3.3,-0.2,
238.0,Jonathan Mogbo,23.0,TOR,PF,36.0,6.0,589.0,13.3,0.532,0.166,0.318,11.6,16.2,13.9,12.7,2.1,2.6,15.3,14.5,0.5,0.4,0.9,0.076,-1.8,0.3,-1.5,0.1,
239.0,Ben Sheppard,23.0,IND,SG,29.0,7.0,589.0,8.2,0.557,0.695,0.071,3.3,10.4,7.0,6.6,1.2,1.3,6.4,11.4,0.4,0.3,0.8,0.062,-2.6,-0.2,-2.8,-0.1,
240.0,Zach Edey,22.0,MEM,C,28.0,21.0,578.0,17.2,0.625,0.147,0.284,17.0,20.1,18.6,5.8,1.4,4.6,17.1,17.7,0.9,1.0,1.8,0.153,-0.7,0.0,-0.7,0.2,
241.0,Maxi Kleber,33.0,DAL,PF,30.0,4.0,576.0,5.7,0.509,0.5,0.213,4.4,11.7,8.1,7.4,0.7,2.3,18.6,8.0,0.1,0.4,0.5,0.044,-4.1,0.4,-3.7,-0.2,
242.0,Johnny Juzang,23.0,UTA,SG,32.0,5.0,571.0,11.3,0.585,0.714,0.132,3.7,13.0,8.5,8.4,1.0,0.8,7.4,15.9,0.8,0.1,0.9,0.073,-0.8,-1.6,-2.3,0.0,
243.0,Moses Moody,22.0,GSW,SG,34.0,4.0,569.0,11.8,0.577,0.605,0.219,2.5,9.1,5.7,7.4,1.4,1.3,9.2,19.2,0.4,0.5,0.9,0.078,-1.3,-0.6,-1.9,0.0,
244.0,Brice Sensabaugh,21.0,UTA,SF,31.0,0.0,568.0,14.1,0.623,0.597,0.134,3.9,12.4,8.2,12.4,1.5,0.5,16.0,22.2,0.5,0.1,0.6,0.05,0.8,-1.8,-1.0,0.1,
245.0,Aaron Gordon,29.0,DEN,PF,21.0,16.0,568.0,16.4,0.642,0.322,0.426,7.1,15.0,11.2,13.3,0.8,0.8,12.1,18.4,1.3,0.4,1.7,0.142,1.9,-0.9,1.0,0.4,
246.0,Julian Phillips,21.0,CHI,SF,42.0,3.0,568.0,9.6,0.55,0.542,0.245,7.1,8.3,7.7,3.8,1.5,1.5,9.5,13.9,0.3,0.3,0.6,0.052,-3.0,-1.2,-4.2,-0.3,
247.0,Oso Ighodaro,22.0,PHO,PF,34.0,2.0,565.0,10.2,0.574,0.019,0.32,6.9,17.5,12.3,7.9,1.4,2.1,15.2,10.8,0.4,0.4,0.8,0.068,-3.3,0.0,-3.3,-0.2,
248.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,22.3,0.649,0.301,0.442,7.8,23.7,15.3,13.9,2.1,2.1,14.1,26.7,1.1,1.0,2.1,0.178,2.9,1.4,4.3,0.9,
249.0,Kevon Looney,28.0,GSW,C,35.0,5.0,563.0,18.8,0.539,0.007,0.311,19.2,26.3,22.6,15.6,2.4,2.0,11.4,14.4,1.2,1.0,2.2,0.188,0.0,0.9,0.8,0.4,
250.0,Jordan Clarkson,32.0,UTA,SG,22.0,3.0,562.0,15.1,0.537,0.42,0.313,2.8,11.5,7.2,24.4,1.6,1.2,14.4,28.6,0.2,0.2,0.3,0.029,0.6,-1.9,-1.3,0.1,
251.0,Ajay Mitchell,22.0,OKC,SG,34.0,1.0,561.0,12.5,0.604,0.307,0.199,3.3,9.4,6.4,13.4,2.1,0.5,13.4,15.9,0.7,1.0,1.6,0.139,-2.3,1.1,-1.2,0.1,
252.0,Tyrese Martin,25.0,BRK,SG,27.0,5.0,556.0,10.9,0.522,0.591,0.128,5.7,15.5,10.4,14.1,1.2,0.9,13.3,19.6,-0.1,0.3,0.2,0.014,-0.9,-1.7,-2.6,-0.1,
253.0,Eric Gordon,36.0,PHI,SG,30.0,7.0,556.0,9.9,0.553,0.667,0.26,1.2,6.2,3.6,11.3,1.7,1.7,11.2,15.0,0.2,0.3,0.6,0.048,-1.6,-0.7,-2.3,0.0,
254.0,Terance Mann,28.0,LAC,SG,28.0,11.0,553.0,11.8,0.561,0.38,0.173,5.1,11.2,8.1,11.2,2.2,1.1,9.5,13.9,0.6,0.8,1.4,0.122,-2.0,1.5,-0.4,0.2,
255.0,Cameron Payne,30.0,NYK,PG,37.0,1.0,552.0,16.7,0.59,0.609,0.098,2.1,8.9,5.6,23.8,2.1,1.9,9.6,20.6,1.2,0.5,1.7,0.149,2.0,0.2,2.1,0.6,
256.0,Moussa Diabaté,23.0,CHO,C,31.0,4.0,552.0,13.8,0.59,0.0,0.321,17.3,23.3,20.2,4.8,1.8,4.0,23.3,8.9,0.5,0.8,1.3,0.112,-2.8,0.1,-2.7,-0.1,
257.0,Isaac Okoro,24.0,CLE,SG,28.0,16.0,551.0,10.4,0.567,0.595,0.191,4.5,7.0,5.8,10.1,1.7,1.8,7.2,11.9,0.8,0.5,1.3,0.113,-1.3,0.7,-0.5,0.2,
258.0,Shake Milton,28.0,2TM,SG,33.0,1.0,550.0,12.1,0.566,0.48,0.216,3.5,9.6,6.5,19.5,1.4,0.4,10.9,16.8,0.6,0.2,0.8,0.073,-1.2,-0.6,-1.8,0.0,
258.0,Shake Milton,28.0,BRK,SG,27.0,1.0,492.0,13.0,0.58,0.459,0.21,3.7,8.6,6.1,20.5,1.5,0.2,10.4,17.1,0.7,0.2,0.9,0.088,-0.6,-0.5,-1.1,0.1,
258.0,Shake Milton,28.0,LAL,SG,6.0,0.0,58.0,4.3,0.412,0.714,0.286,2.0,17.6,9.8,11.2,0.0,1.6,16.0,14.3,-0.1,0.0,-0.1,-0.054,-6.1,-1.8,-7.9,-0.1,
259.0,Jay Huff,26.0,MEM,C,37.0,1.0,544.0,18.0,0.682,0.656,0.223,4.2,13.4,8.9,6.8,0.9,6.4,9.9,19.1,1.2,0.8,2.0,0.178,2.7,1.0,3.7,0.8,
260.0,Vasilije Micić,31.0,CHO,PG,27.0,11.0,544.0,7.1,0.449,0.469,0.143,3.1,9.6,6.2,25.5,1.2,0.0,20.0,20.2,-0.7,0.3,-0.4,-0.04,-4.4,-2.2,-6.5,-0.6,
261.0,Jaden Hardy,22.0,DAL,SG,34.0,3.0,540.0,10.4,0.545,0.466,0.197,1.4,9.0,5.3,13.2,1.9,0.8,16.4,24.0,-0.4,0.5,0.1,0.006,-3.1,-1.1,-4.2,-0.3,
262.0,Cam Reddish,25.0,LAL,SF,29.0,8.0,539.0,7.7,0.52,0.529,0.247,3.2,9.7,6.4,5.3,2.7,1.7,11.3,8.7,0.1,0.4,0.5,0.045,-4.2,1.3,-2.9,-0.1,
263.0,Kyle Filipowski,21.0,UTA,C,30.0,8.0,532.0,12.2,0.577,0.423,0.314,5.7,21.7,13.8,14.6,1.7,0.7,16.6,14.8,0.4,0.3,0.7,0.068,-1.9,0.1,-1.8,0.0,
264.0,Kris Murray,24.0,POR,SF,36.0,0.0,528.0,10.1,0.513,0.404,0.185,8.2,9.1,8.7,9.7,1.2,1.4,12.2,14.2,0.2,0.1,0.3,0.025,-1.9,-1.2,-3.1,-0.2,
265.0,Dalano Banton,25.0,POR,PG,33.0,0.0,527.0,14.9,0.516,0.42,0.257,2.2,12.1,7.0,23.1,2.5,2.8,13.6,26.3,-0.1,0.4,0.3,0.026,0.8,-0.2,0.6,0.4,
266.0,Daniel Theis,32.0,NOP,C,33.0,8.0,525.0,13.2,0.578,0.293,0.302,7.3,22.9,14.7,12.4,1.4,3.2,13.8,12.2,0.6,0.4,1.0,0.093,-2.7,-0.1,-2.8,-0.1,
267.0,Cody Williams,20.0,UTA,SG,25.0,11.0,525.0,3.5,0.394,0.526,0.19,2.6,8.6,5.7,8.3,1.1,1.8,13.7,11.7,-0.6,0.1,-0.5,-0.048,-6.1,-1.0,-7.1,-0.7,
268.0,Matas Buzelis,20.0,CHI,SF,41.0,0.0,523.0,9.9,0.497,0.5,0.17,4.6,16.2,10.5,4.5,1.0,5.7,9.8,17.9,-0.3,0.5,0.2,0.017,-4.3,-0.7,-4.9,-0.4,
269.0,Andre Drummond,31.0,PHI,C,27.0,15.0,518.0,14.4,0.531,0.072,0.401,15.0,32.9,23.5,4.2,3.1,2.0,20.5,19.2,-0.3,0.9,0.6,0.059,-3.7,-0.3,-4.0,-0.3,
270.0,Donovan Clingan,20.0,POR,C,31.0,8.0,516.0,16.8,0.587,0.149,0.254,17.4,25.2,21.2,5.6,1.4,8.6,20.3,15.1,0.4,0.7,1.1,0.103,-2.5,0.7,-1.8,0.0,
271.0,Dalen Terry,22.0,CHI,SG,40.0,1.0,514.0,7.8,0.553,0.368,0.325,4.1,7.2,5.7,10.3,1.9,1.5,19.8,13.5,-0.1,0.3,0.3,0.024,-4.9,-0.3,-5.2,-0.4,
272.0,Neemias Queta,25.0,BOS,C,34.0,5.0,512.0,15.8,0.688,0.018,0.321,10.7,18.1,14.3,5.5,1.1,4.8,14.7,12.7,1.1,0.8,1.9,0.174,-2.0,0.9,-1.1,0.1,
273.0,Kristaps Porziņģis,29.0,BOS,C,18.0,18.0,511.0,22.1,0.603,0.436,0.369,7.1,20.0,13.5,8.9,1.2,4.8,6.0,25.2,1.4,0.8,2.2,0.211,3.6,0.6,4.2,0.8,
274.0,Justin Champagnie,23.0,WAS,SF,23.0,13.0,506.0,15.7,0.63,0.484,0.148,8.5,16.4,12.4,7.1,2.4,2.7,11.8,15.4,0.7,0.3,1.0,0.094,-0.1,0.1,0.0,0.2,
275.0,Bogdan Bogdanović,32.0,ATL,SG,20.0,0.0,505.0,9.0,0.53,0.679,0.134,2.1,9.1,5.5,12.3,1.7,0.7,13.2,18.4,-0.1,0.3,0.2,0.021,-3.3,-0.5,-3.8,-0.2,
276.0,Kyle Anderson,31.0,GSW,PF,33.0,3.0,503.0,15.4,0.521,0.323,0.171,5.1,16.8,10.7,21.5,2.5,3.4,9.6,15.7,0.6,0.8,1.4,0.136,0.0,2.4,2.5,0.6,
277.0,Kyle Lowry,38.0,PHI,PG,25.0,12.0,497.0,9.5,0.531,0.747,0.287,1.8,9.4,5.4,18.8,2.5,1.6,15.5,10.3,0.4,0.4,0.8,0.077,-3.0,1.6,-1.5,0.1,
278.0,Ricky Council IV,23.0,PHI,SF,34.0,3.0,486.0,12.9,0.539,0.424,0.371,5.3,14.6,9.7,9.6,1.2,1.3,9.2,19.8,0.4,0.3,0.7,0.068,-0.9,-1.9,-2.8,-0.1,
279.0,KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,12.6,0.689,0.212,0.293,4.9,13.0,8.7,6.0,1.1,3.4,9.7,11.4,0.9,0.4,1.3,0.126,-1.9,0.4,-1.6,0.0,
280.0,Grant Williams,26.0,CHO,PF,16.0,7.0,479.0,11.7,0.596,0.602,0.301,3.9,14.8,9.2,11.2,1.8,2.7,16.7,14.7,0.3,0.5,0.8,0.085,-2.2,0.6,-1.6,0.0,
281.0,Nick Richards,27.0,2TM,C,22.0,9.0,469.0,18.5,0.633,0.008,0.787,12.3,26.8,19.3,9.5,0.8,5.5,16.7,17.8,0.8,0.6,1.5,0.149,-1.4,0.2,-1.2,0.1,
281.0,Nick Richards,27.0,CHO,C,21.0,9.0,440.0,17.5,0.614,0.009,0.763,12.0,26.9,19.2,9.7,0.8,5.9,17.8,17.8,0.6,0.6,1.2,0.131,-2.1,0.2,-1.9,0.0,
281.0,Nick Richards,27.0,PHO,C,1.0,0.0,29.0,34.4,0.878,0.0,1.125,15.7,25.9,21.0,5.8,1.7,0.0,0.0,18.2,0.2,0.0,0.3,0.421,10.3,-0.5,9.9,0.1,
282.0,Alex Caruso,30.0,OKC,SG,24.0,0.0,468.0,12.8,0.479,0.551,0.081,3.2,11.7,7.5,15.3,4.4,2.8,9.6,14.2,0.1,1.2,1.3,0.137,-2.3,4.5,2.1,0.5,
283.0,Drew Eubanks,27.0,UTA,C,31.0,2.0,466.0,16.0,0.643,0.044,0.395,7.7,25.5,16.8,12.4,0.9,5.0,17.3,14.6,0.7,0.4,1.0,0.107,-1.0,0.8,-0.2,0.2,
284.0,Vit Krejci,24.0,ATL,PG,26.0,9.0,461.0,9.9,0.537,0.62,0.14,2.5,11.8,7.1,17.6,1.6,2.6,15.2,13.4,0.2,0.4,0.6,0.06,-2.8,0.6,-2.1,0.0,
285.0,Monte Morris,29.0,PHO,PG,34.0,0.0,458.0,12.5,0.535,0.425,0.274,2.5,10.1,6.4,18.2,1.5,0.6,8.9,17.3,0.5,0.2,0.6,0.067,-1.2,-1.0,-2.2,0.0,
286.0,Ja'Kobe Walter,20.0,TOR,SG,24.0,7.0,455.0,8.7,0.492,0.491,0.218,4.8,9.3,7.0,10.3,1.3,1.3,10.4,18.6,-0.1,0.1,0.0,-0.003,-3.5,-1.9,-5.4,-0.4,
287.0,Malcolm Brogdon,32.0,WAS,PG,18.0,13.0,447.0,16.1,0.554,0.247,0.361,3.9,13.1,8.5,24.9,1.1,1.0,12.1,23.8,0.5,0.0,0.5,0.056,0.4,-1.6,-1.3,0.1,
288.0,Lonzo Ball,27.0,CHI,PG,22.0,1.0,444.0,13.8,0.533,0.836,0.094,2.9,14.0,8.5,23.3,3.5,2.3,15.8,14.9,0.3,0.6,0.9,0.097,-1.1,2.7,1.6,0.4,
289.0,Jose Alvarado,26.0,NOP,PG,20.0,7.0,443.0,15.8,0.559,0.647,0.153,2.6,7.7,5.0,27.3,3.2,1.1,10.8,19.3,0.7,0.2,1.0,0.105,0.8,-0.1,0.7,0.3,
290.0,Seth Curry,34.0,CHO,SG,32.0,8.0,433.0,11.9,0.607,0.504,0.111,3.1,8.2,5.6,5.7,1.6,1.2,7.2,14.9,0.6,0.3,0.8,0.093,-1.4,-0.2,-1.6,0.1,
291.0,Marcus Sasser,24.0,DET,PG,31.0,0.0,432.0,13.8,0.6,0.517,0.081,2.8,6.7,4.8,21.1,2.4,0.9,15.4,18.0,0.5,0.4,0.9,0.101,-0.7,0.2,-0.6,0.2,
292.0,Kenrich Williams,30.0,OKC,PF,31.0,0.0,429.0,14.8,0.615,0.504,0.108,6.1,17.1,11.7,9.4,2.1,1.2,9.9,16.1,0.7,0.9,1.6,0.178,-0.3,1.5,1.3,0.4,
293.0,Jamison Battle,23.0,TOR,SF,33.0,0.0,426.0,12.8,0.628,0.746,0.099,4.8,11.2,8.0,10.2,0.5,0.9,7.5,15.8,0.8,0.0,0.8,0.088,1.6,-1.8,-0.2,0.2,
294.0,Khris Middleton,33.0,MIL,SF,18.0,7.0,423.0,18.1,0.593,0.399,0.243,1.3,16.3,9.1,32.0,1.8,0.7,13.9,23.0,0.8,0.5,1.3,0.151,1.3,0.8,2.1,0.4,
295.0,Jett Howard,21.0,ORL,SF,37.0,0.0,415.0,8.8,0.512,0.713,0.1,4.0,9.6,6.6,9.1,0.6,1.4,9.2,19.3,-0.1,0.4,0.4,0.043,-2.4,-1.3,-3.6,-0.2,
296.0,Precious Achiuwa,25.0,NYK,PF,22.0,1.0,415.0,13.9,0.546,0.144,0.258,11.3,22.4,17.0,6.8,1.8,4.1,13.6,13.2,0.4,0.6,0.9,0.11,-1.5,0.0,-1.5,0.1,
297.0,Talen Horton-Tucker,24.0,CHI,SG,35.0,0.0,414.0,14.7,0.588,0.447,0.248,3.3,12.6,8.0,15.9,1.5,1.7,10.5,20.1,0.5,0.3,0.8,0.088,-0.5,-1.0,-1.5,0.0,
298.0,Jericho Sims,26.0,NYK,C,34.0,5.0,413.0,9.8,0.611,0.0,0.289,14.0,20.9,17.5,6.4,1.0,2.3,29.3,7.6,0.4,0.4,0.8,0.094,-3.1,-0.5,-3.6,-0.2,
299.0,Gary Payton II,32.0,GSW,SG,30.0,4.0,406.0,15.1,0.593,0.293,0.155,8.3,14.1,11.1,13.2,2.4,2.3,11.4,14.5,0.6,0.6,1.2,0.139,-1.3,1.6,0.3,0.2,
300.0,Zach Collins,27.0,SAS,C,32.0,4.0,405.0,14.3,0.558,0.352,0.273,9.8,15.5,12.7,17.4,1.7,2.8,13.8,17.6,0.6,0.4,1.0,0.117,-1.7,1.3,-0.4,0.2,
301.0,Alec Burks,33.0,MIA,SG,24.0,0.0,388.0,12.7,0.623,0.733,0.257,2.0,11.9,7.0,9.5,1.7,1.0,7.4,13.8,0.6,0.4,1.0,0.119,-0.2,0.7,0.5,0.2,
302.0,Joel Embiid,30.0,PHI,C,13.0,13.0,383.0,25.2,0.591,0.224,0.511,6.4,25.9,15.7,24.6,1.4,3.5,13.3,35.7,0.8,0.5,1.2,0.154,4.1,0.2,4.4,0.6,
303.0,Delon Wright,32.0,MIL,PG,25.0,2.0,383.0,7.6,0.38,0.59,0.179,4.4,7.6,6.1,14.5,2.6,2.0,14.3,11.2,-0.2,0.5,0.3,0.032,-4.1,1.3,-2.8,-0.1,
304.0,Marcus Smart,30.0,MEM,PG,18.0,6.0,382.0,12.3,0.523,0.613,0.254,4.0,7.5,5.8,22.5,2.8,1.4,17.7,19.9,0.2,0.5,0.7,0.086,-0.9,0.8,-0.1,0.2,
305.0,Cam Whitmore,20.0,HOU,SF,23.0,0.0,377.0,16.5,0.533,0.438,0.172,5.5,15.2,10.2,7.1,1.8,1.2,7.2,25.6,0.4,0.6,0.9,0.119,1.4,-0.7,0.7,0.3,
306.0,Ausar Thompson,22.0,DET,SF,20.0,9.0,376.0,14.3,0.532,0.22,0.268,8.3,19.5,13.9,13.5,3.7,1.5,16.0,19.2,0.0,0.6,0.6,0.083,-3.0,2.1,-0.9,0.1,
307.0,Tre Jones,25.0,SAS,PG,23.0,0.0,375.0,12.5,0.533,0.314,0.314,3.4,10.6,7.1,29.7,1.9,0.9,16.7,10.9,0.6,0.3,0.9,0.114,-2.1,1.4,-0.6,0.1,
308.0,Caleb Houstan,22.0,ORL,SF,31.0,5.0,366.0,5.5,0.495,0.876,0.101,2.4,5.4,3.8,5.0,1.0,0.8,5.1,11.6,0.1,0.4,0.4,0.054,-4.8,-0.7,-5.5,-0.3,
309.0,Day'Ron Sharpe,23.0,BRK,C,21.0,0.0,365.0,17.0,0.509,0.187,0.266,18.3,24.6,21.3,14.4,1.9,2.5,13.4,21.6,0.3,0.4,0.7,0.086,-1.3,-1.0,-2.2,0.0,
310.0,Kel'el Ware,20.0,MIA,C,26.0,0.0,364.0,20.8,0.643,0.259,0.2,7.6,23.3,15.6,6.8,1.6,6.3,8.1,19.4,0.7,0.6,1.3,0.178,0.8,0.7,1.6,0.3,
311.0,DeAndre Jordan,36.0,DEN,C,30.0,2.0,360.0,14.0,0.603,0.0,0.355,11.8,28.3,20.4,8.8,1.3,3.7,20.0,12.9,0.3,0.5,0.8,0.109,-2.0,0.5,-1.5,0.0,
