Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
247.0,Ricky Council IV,23.0,PHI,SF,34.0,3.0,486.0,70.0,170.0,0.412,20.0,72.0,0.278,50.0,98.0,0.51,0.471,53.0,63.0,0.841,23.0,58.0,81.0,30.0,12.0,6.0,20.0,29.0,213.0,0.0,
248.0,Jared Butler,24.0,WAS,SG,31.0,0.0,345.0,83.0,171.0,0.485,15.0,40.0,0.375,68.0,131.0,0.519,0.529,31.0,40.0,0.775,14.0,27.0,41.0,79.0,12.0,5.0,27.0,37.0,212.0,0.0,
249.0,Shake Milton,28.0,2TM,SG,33.0,1.0,550.0,77.0,171.0,0.45,30.0,82.0,0.366,47.0,89.0,0.528,0.538,28.0,37.0,0.757,17.0,44.0,61.0,69.0,15.0,2.0,23.0,46.0,212.0,0.0,
249.0,Shake Milton,28.0,BRK,SG,27.0,1.0,492.0,73.0,157.0,0.465,28.0,72.0,0.389,45.0,85.0,0.529,0.554,25.0,33.0,0.758,16.0,35.0,51.0,64.0,15.0,1.0,20.0,43.0,199.0,0.0,
249.0,Shake Milton,28.0,LAL,SG,6.0,0.0,58.0,4.0,14.0,0.286,2.0,10.0,0.2,2.0,4.0,0.5,0.357,3.0,4.0,0.75,1.0,9.0,10.0,5.0,0.0,1.0,3.0,3.0,13.0,0.0,
250.0,Bogdan Bogdanović,32.0,ATL,SG,20.0,0.0,505.0,73.0,187.0,0.39,41.0,127.0,0.323,32.0,60.0,0.533,0.5,23.0,25.0,0.92,10.0,42.0,52.0,46.0,18.0,4.0,30.0,47.0,210.0,0.0,
251.0,Talen Horton-Tucker,24.0,CHI,SG,35.0,0.0,414.0,77.0,161.0,0.478,29.0,72.0,0.403,48.0,89.0,0.539,0.568,27.0,40.0,0.675,13.0,51.0,64.0,47.0,13.0,8.0,21.0,35.0,210.0,0.0,
252.0,Justin Champagnie,23.0,WAS,SF,23.0,13.0,506.0,81.0,155.0,0.523,31.0,75.0,0.413,50.0,80.0,0.625,0.623,15.0,23.0,0.652,42.0,79.0,121.0,24.0,26.0,15.0,22.0,51.0,208.0,0.0,
253.0,Nick Richards,27.0,2TM,C,22.0,9.0,469.0,71.0,122.0,0.582,0.0,1.0,0.0,71.0,121.0,0.587,0.582,66.0,96.0,0.688,55.0,114.0,169.0,29.0,8.0,26.0,33.0,50.0,208.0,0.0,
253.0,Nick Richards,27.0,CHO,C,21.0,9.0,440.0,64.0,114.0,0.561,0.0,1.0,0.0,64.0,113.0,0.566,0.561,59.0,87.0,0.678,51.0,107.0,158.0,28.0,7.0,26.0,33.0,48.0,187.0,0.0,
253.0,Nick Richards,27.0,PHO,C,1.0,0.0,29.0,7.0,8.0,0.875,0.0,0.0,,7.0,8.0,0.875,0.875,7.0,9.0,0.778,4.0,7.0,11.0,1.0,1.0,0.0,0.0,2.0,21.0,0.0,
254.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,648.0,75.0,172.0,0.436,22.0,72.0,0.306,53.0,100.0,0.53,0.5,33.0,40.0,0.825,22.0,56.0,78.0,65.0,37.0,9.0,35.0,66.0,205.0,0.0,
255.0,Jamal Shead,22.0,TOR,PG,38.0,0.0,608.0,80.0,186.0,0.43,30.0,82.0,0.366,50.0,104.0,0.481,0.511,15.0,22.0,0.682,10.0,30.0,40.0,128.0,23.0,4.0,55.0,66.0,205.0,0.0,
256.0,Jose Alvarado,26.0,NOP,PG,20.0,7.0,443.0,68.0,170.0,0.4,46.0,110.0,0.418,22.0,60.0,0.367,0.535,21.0,26.0,0.808,11.0,30.0,41.0,82.0,29.0,5.0,22.0,43.0,203.0,0.0,
257.0,Matas Buzelis,20.0,CHI,SF,41.0,0.0,523.0,72.0,188.0,0.383,31.0,94.0,0.33,41.0,94.0,0.436,0.465,26.0,32.0,0.813,23.0,83.0,106.0,18.0,11.0,35.0,22.0,56.0,201.0,0.0,
258.0,Lindy Waters III,27.0,GSW,SG,33.0,9.0,609.0,72.0,189.0,0.381,45.0,135.0,0.333,27.0,54.0,0.5,0.5,8.0,11.0,0.727,15.0,75.0,90.0,37.0,20.0,9.0,15.0,50.0,197.0,0.0,
259.0,Dean Wade,28.0,CLE,PF,32.0,23.0,730.0,66.0,160.0,0.413,49.0,137.0,0.358,17.0,23.0,0.739,0.566,12.0,24.0,0.5,30.0,133.0,163.0,46.0,27.0,15.0,11.0,58.0,193.0,0.0,
260.0,Andre Drummond,31.0,PHI,C,27.0,15.0,518.0,77.0,152.0,0.507,1.0,11.0,0.091,76.0,141.0,0.539,0.51,35.0,61.0,0.574,70.0,139.0,209.0,14.0,32.0,10.0,46.0,66.0,190.0,0.0,
261.0,Julian Phillips,21.0,CHI,SF,42.0,3.0,568.0,68.0,155.0,0.439,26.0,84.0,0.31,42.0,71.0,0.592,0.523,27.0,38.0,0.711,38.0,46.0,84.0,17.0,19.0,10.0,18.0,56.0,189.0,0.0,
262.0,Kel'el Ware,20.0,MIA,C,26.0,0.0,364.0,78.0,135.0,0.578,14.0,35.0,0.4,64.0,100.0,0.64,0.63,19.0,27.0,0.704,25.0,79.0,104.0,15.0,12.0,24.0,13.0,30.0,189.0,0.0,
263.0,Ben Simmons,28.0,BRK,PG,30.0,24.0,760.0,86.0,155.0,0.555,0.0,0.0,,86.0,155.0,0.555,0.555,16.0,23.0,0.696,27.0,133.0,160.0,213.0,24.0,15.0,84.0,74.0,188.0,0.0,
264.0,Vasilije Micić,31.0,CHO,PG,27.0,11.0,544.0,67.0,196.0,0.342,31.0,92.0,0.337,36.0,104.0,0.346,0.421,22.0,28.0,0.786,16.0,47.0,63.0,94.0,13.0,0.0,52.0,29.0,187.0,0.0,
265.0,Jamison Battle,23.0,TOR,SF,33.0,0.0,426.0,65.0,142.0,0.458,44.0,106.0,0.415,21.0,36.0,0.583,0.613,12.0,14.0,0.857,19.0,43.0,62.0,31.0,4.0,4.0,12.0,36.0,186.0,0.0,
266.0,Eric Gordon,36.0,PHI,SG,30.0,7.0,556.0,60.0,150.0,0.4,36.0,100.0,0.36,24.0,50.0,0.48,0.52,29.0,39.0,0.744,6.0,28.0,34.0,43.0,19.0,9.0,21.0,27.0,185.0,0.0,
267.0,Kevon Looney,28.0,GSW,C,35.0,5.0,563.0,82.0,151.0,0.543,0.0,1.0,0.0,82.0,150.0,0.547,0.543,21.0,47.0,0.447,106.0,137.0,243.0,62.0,28.0,12.0,22.0,77.0,185.0,0.0,
268.0,Marcus Sasser,24.0,DET,PG,31.0,0.0,432.0,72.0,149.0,0.483,30.0,77.0,0.39,42.0,72.0,0.583,0.584,11.0,12.0,0.917,11.0,26.0,37.0,63.0,21.0,4.0,28.0,40.0,185.0,0.0,
269.0,Tre Mann,23.0,CHO,PG,13.0,0.0,319.0,70.0,161.0,0.435,24.0,60.0,0.4,46.0,101.0,0.455,0.509,19.0,21.0,0.905,12.0,26.0,38.0,39.0,7.0,4.0,25.0,24.0,183.0,0.0,
270.0,Jonathan Mogbo,23.0,TOR,PF,36.0,6.0,589.0,70.0,151.0,0.464,8.0,25.0,0.32,62.0,126.0,0.492,0.49,35.0,48.0,0.729,63.0,86.0,149.0,56.0,26.0,16.0,31.0,66.0,183.0,0.0,
271.0,Terance Mann,28.0,LAC,SG,28.0,11.0,553.0,70.0,150.0,0.467,23.0,57.0,0.404,47.0,93.0,0.505,0.543,18.0,26.0,0.692,25.0,56.0,81.0,44.0,25.0,6.0,17.0,53.0,181.0,0.0,
272.0,Kyle Filipowski,21.0,UTA,C,30.0,8.0,532.0,68.0,137.0,0.496,18.0,58.0,0.31,50.0,79.0,0.633,0.562,26.0,43.0,0.605,27.0,107.0,134.0,54.0,19.0,4.0,31.0,55.0,180.0,0.0,
273.0,Kenrich Williams,30.0,OKC,PF,31.0,0.0,429.0,69.0,139.0,0.496,27.0,70.0,0.386,42.0,69.0,0.609,0.594,14.0,15.0,0.933,24.0,70.0,94.0,30.0,19.0,5.0,16.0,49.0,179.0,0.0,
274.0,Ja'Kobe Walter,20.0,TOR,SG,24.0,7.0,455.0,65.0,165.0,0.394,24.0,81.0,0.296,41.0,84.0,0.488,0.467,24.0,36.0,0.667,20.0,38.0,58.0,34.0,12.0,6.0,21.0,46.0,178.0,0.0,
275.0,Kyle Anderson,31.0,GSW,PF,33.0,3.0,503.0,70.0,158.0,0.443,19.0,51.0,0.373,51.0,107.0,0.477,0.503,18.0,27.0,0.667,25.0,78.0,103.0,77.0,26.0,18.0,18.0,37.0,177.0,0.0,
276.0,Luke Kornet,29.0,BOS,C,36.0,4.0,596.0,70.0,110.0,0.636,0.0,0.0,,70.0,110.0,0.636,0.636,36.0,50.0,0.72,80.0,103.0,183.0,52.0,19.0,35.0,14.0,48.0,176.0,0.0,
277.0,Neemias Queta,25.0,BOS,C,34.0,5.0,512.0,75.0,112.0,0.67,0.0,2.0,0.0,75.0,110.0,0.682,0.67,26.0,36.0,0.722,51.0,85.0,136.0,20.0,11.0,27.0,22.0,66.0,176.0,0.0,
278.0,Donovan Clingan,20.0,POR,C,31.0,8.0,516.0,72.0,134.0,0.537,6.0,20.0,0.3,66.0,114.0,0.579,0.56,25.0,34.0,0.735,85.0,116.0,201.0,20.0,15.0,48.0,38.0,79.0,175.0,0.0,
279.0,Monte Morris,29.0,PHO,PG,34.0,0.0,458.0,61.0,146.0,0.418,19.0,62.0,0.306,42.0,84.0,0.5,0.483,34.0,40.0,0.85,10.0,43.0,53.0,59.0,14.0,3.0,16.0,19.0,175.0,0.0,
280.0,Seth Curry,34.0,CHO,SG,32.0,8.0,433.0,65.0,135.0,0.481,29.0,68.0,0.426,36.0,67.0,0.537,0.589,13.0,15.0,0.867,13.0,32.0,45.0,16.0,14.0,5.0,11.0,31.0,172.0,0.0,
281.0,Drew Eubanks,27.0,UTA,C,31.0,2.0,466.0,70.0,114.0,0.614,3.0,5.0,0.6,67.0,109.0,0.615,0.627,29.0,45.0,0.644,32.0,110.0,142.0,39.0,9.0,25.0,28.0,40.0,172.0,0.0,
282.0,Jett Howard,21.0,ORL,SF,37.0,0.0,415.0,61.0,160.0,0.381,35.0,114.0,0.307,26.0,46.0,0.565,0.491,14.0,16.0,0.875,15.0,32.0,47.0,24.0,5.0,6.0,17.0,38.0,171.0,0.0,
283.0,Gabe Vincent,28.0,LAL,PG,36.0,5.0,705.0,65.0,166.0,0.392,33.0,107.0,0.308,32.0,59.0,0.542,0.491,5.0,10.0,0.5,11.0,35.0,46.0,40.0,28.0,8.0,24.0,69.0,168.0,0.0,
284.0,Grant Williams,26.0,CHO,PF,16.0,7.0,479.0,54.0,123.0,0.439,27.0,74.0,0.365,27.0,49.0,0.551,0.549,31.0,37.0,0.838,18.0,64.0,82.0,37.0,18.0,13.0,28.0,46.0,166.0,0.0,
285.0,Marcus Smart,30.0,MEM,PG,18.0,6.0,382.0,53.0,142.0,0.373,29.0,87.0,0.333,24.0,55.0,0.436,0.475,30.0,36.0,0.833,14.0,28.0,42.0,69.0,23.0,6.0,34.0,30.0,165.0,0.0,
286.0,Chet Holmgren,22.0,OKC,C,10.0,10.0,265.0,56.0,111.0,0.505,14.0,37.0,0.378,42.0,74.0,0.568,0.568,38.0,49.0,0.776,16.0,71.0,87.0,20.0,8.0,26.0,23.0,18.0,164.0,0.0,
287.0,Kris Murray,24.0,POR,SF,36.0,0.0,528.0,67.0,146.0,0.459,16.0,59.0,0.271,51.0,87.0,0.586,0.514,12.0,27.0,0.444,41.0,43.0,84.0,36.0,13.0,8.0,22.0,36.0,162.0,0.0,
288.0,Mason Plumlee,34.0,PHO,C,40.0,18.0,710.0,62.0,107.0,0.579,0.0,1.0,0.0,62.0,106.0,0.585,0.579,38.0,62.0,0.613,67.0,193.0,260.0,77.0,16.0,29.0,35.0,87.0,162.0,0.0,
289.0,Ben Sheppard,23.0,IND,SG,29.0,7.0,589.0,58.0,141.0,0.411,37.0,98.0,0.378,21.0,43.0,0.488,0.543,9.0,10.0,0.9,17.0,56.0,73.0,31.0,15.0,8.0,10.0,66.0,162.0,0.0,
290.0,Isaac Okoro,24.0,CLE,SG,28.0,16.0,551.0,56.0,131.0,0.427,31.0,78.0,0.397,25.0,53.0,0.472,0.546,18.0,25.0,0.72,22.0,36.0,58.0,46.0,19.0,11.0,11.0,57.0,161.0,0.0,
291.0,Zach Collins,27.0,SAS,C,32.0,4.0,405.0,58.0,128.0,0.453,13.0,45.0,0.289,45.0,83.0,0.542,0.504,31.0,35.0,0.886,37.0,60.0,97.0,49.0,14.0,13.0,23.0,67.0,160.0,0.0,
292.0,Tidjane Salaün,19.0,CHO,PF,34.0,8.0,625.0,54.0,170.0,0.318,30.0,107.0,0.28,24.0,63.0,0.381,0.406,21.0,31.0,0.677,35.0,104.0,139.0,37.0,20.0,6.0,29.0,44.0,159.0,0.0,
293.0,Day'Ron Sharpe,23.0,BRK,C,21.0,0.0,365.0,64.0,139.0,0.46,3.0,26.0,0.115,61.0,113.0,0.54,0.471,27.0,37.0,0.73,59.0,74.0,133.0,32.0,14.0,9.0,24.0,41.0,158.0,0.0,
294.0,Thomas Bryant,27.0,2TM,C,27.0,1.0,354.0,58.0,109.0,0.532,22.0,53.0,0.415,36.0,56.0,0.643,0.633,17.0,18.0,0.944,33.0,66.0,99.0,18.0,9.0,18.0,10.0,24.0,155.0,0.0,
294.0,Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,12.0,28.0,0.429,6.0,17.0,0.353,6.0,11.0,0.545,0.536,11.0,11.0,1.0,6.0,26.0,32.0,4.0,1.0,9.0,2.0,9.0,41.0,0.0,
294.0,Thomas Bryant,27.0,IND,C,17.0,1.0,239.0,46.0,81.0,0.568,16.0,36.0,0.444,30.0,45.0,0.667,0.667,6.0,7.0,0.857,27.0,40.0,67.0,14.0,8.0,9.0,8.0,15.0,114.0,0.0,
295.0,KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,61.0,99.0,0.616,8.0,21.0,0.381,53.0,78.0,0.679,0.657,24.0,29.0,0.828,21.0,51.0,72.0,19.0,11.0,16.0,12.0,62.0,154.0,0.0,
296.0,Daniel Theis,32.0,NOP,C,33.0,8.0,525.0,57.0,116.0,0.491,9.0,34.0,0.265,48.0,82.0,0.585,0.53,29.0,35.0,0.829,37.0,106.0,143.0,47.0,15.0,18.0,21.0,57.0,152.0,0.0,
297.0,Ausar Thompson,22.0,DET,SF,20.0,9.0,376.0,63.0,127.0,0.496,7.0,28.0,0.25,56.0,99.0,0.566,0.524,18.0,34.0,0.529,28.0,66.0,94.0,35.0,29.0,6.0,27.0,53.0,151.0,0.0,
298.0,Josh Okogie,26.0,PHO,SG,25.0,1.0,351.0,56.0,114.0,0.491,16.0,42.0,0.381,40.0,72.0,0.556,0.561,22.0,32.0,0.688,32.0,40.0,72.0,14.0,21.0,10.0,16.0,28.0,150.0,0.0,
299.0,Dalen Terry,22.0,CHI,SG,40.0,1.0,514.0,53.0,117.0,0.453,15.0,43.0,0.349,38.0,74.0,0.514,0.517,27.0,38.0,0.711,20.0,36.0,56.0,42.0,21.0,9.0,33.0,62.0,148.0,0.0,
300.0,Gary Payton II,32.0,GSW,SG,30.0,4.0,406.0,65.0,116.0,0.56,6.0,34.0,0.176,59.0,82.0,0.72,0.586,11.0,18.0,0.611,33.0,53.0,86.0,37.0,20.0,10.0,16.0,45.0,147.0,0.0,
301.0,Immanuel Quickley,25.0,TOR,PG,9.0,9.0,256.0,48.0,127.0,0.378,20.0,58.0,0.345,28.0,69.0,0.406,0.457,30.0,32.0,0.938,1.0,19.0,20.0,55.0,6.0,1.0,16.0,16.0,146.0,0.0,
302.0,Larry Nance Jr.,32.0,ATL,PF,15.0,2.0,291.0,55.0,94.0,0.585,26.0,50.0,0.52,29.0,44.0,0.659,0.723,7.0,8.0,0.875,16.0,48.0,64.0,24.0,16.0,11.0,11.0,23.0,143.0,0.0,
303.0,Lonzo Ball,27.0,CHI,PG,22.0,1.0,444.0,48.0,128.0,0.375,37.0,107.0,0.346,11.0,21.0,0.524,0.52,9.0,12.0,0.75,12.0,61.0,73.0,82.0,34.0,12.0,25.0,34.0,142.0,0.0,
304.0,Isaiah Collier,20.0,UTA,PG,32.0,8.0,652.0,56.0,158.0,0.354,12.0,61.0,0.197,44.0,97.0,0.454,0.392,18.0,31.0,0.581,10.0,78.0,88.0,147.0,23.0,7.0,78.0,62.0,142.0,0.0,
305.0,Andre Jackson Jr.,23.0,MIL,SG,39.0,31.0,675.0,57.0,129.0,0.442,21.0,58.0,0.362,36.0,71.0,0.507,0.523,7.0,13.0,0.538,42.0,80.0,122.0,56.0,23.0,11.0,41.0,86.0,142.0,0.0,
306.0,Alec Burks,33.0,MIA,SG,24.0,0.0,388.0,43.0,101.0,0.426,33.0,74.0,0.446,10.0,27.0,0.37,0.589,21.0,26.0,0.808,7.0,43.0,50.0,26.0,13.0,4.0,9.0,15.0,140.0,0.0,
307.0,Vit Krejci,24.0,ATL,PG,26.0,9.0,461.0,50.0,121.0,0.413,25.0,75.0,0.333,25.0,46.0,0.543,0.517,13.0,17.0,0.765,11.0,50.0,61.0,63.0,16.0,13.0,23.0,47.0,138.0,0.0,
308.0,Nicolas Batum,36.0,LAC,PF,41.0,1.0,726.0,45.0,116.0,0.388,36.0,94.0,0.383,9.0,22.0,0.409,0.543,10.0,13.0,0.769,27.0,89.0,116.0,58.0,27.0,16.0,20.0,60.0,136.0,0.0,
309.0,Alex Caruso,30.0,OKC,SG,24.0,0.0,468.0,52.0,136.0,0.382,22.0,75.0,0.293,30.0,61.0,0.492,0.463,9.0,11.0,0.818,14.0,52.0,66.0,57.0,43.0,13.0,15.0,45.0,135.0,0.0,
310.0,Oso Ighodaro,22.0,PHO,PF,34.0,2.0,565.0,58.0,103.0,0.563,0.0,2.0,0.0,58.0,101.0,0.574,0.563,19.0,33.0,0.576,34.0,92.0,126.0,33.0,16.0,13.0,21.0,58.0,135.0,0.0,
311.0,Charles Bassey,24.0,SAS,C,29.0,0.0,309.0,58.0,99.0,0.586,0.0,0.0,,58.0,99.0,0.586,0.586,18.0,29.0,0.621,47.0,81.0,128.0,12.0,12.0,28.0,21.0,42.0,134.0,0.0,
312.0,Jordan Miller,25.0,LAC,SF,25.0,0.0,351.0,50.0,120.0,0.417,8.0,35.0,0.229,42.0,85.0,0.494,0.45,26.0,33.0,0.788,22.0,29.0,51.0,30.0,14.0,3.0,21.0,21.0,134.0,0.0,
313.0,Svi Mykhailiuk,27.0,UTA,SF,14.0,6.0,251.0,48.0,114.0,0.421,28.0,82.0,0.341,20.0,32.0,0.625,0.544,10.0,13.0,0.769,4.0,25.0,29.0,28.0,13.0,3.0,25.0,17.0,134.0,0.0,
314.0,Malaki Branham,21.0,SAS,SG,26.0,0.0,272.0,47.0,109.0,0.431,19.0,50.0,0.38,28.0,59.0,0.475,0.518,17.0,20.0,0.85,3.0,28.0,31.0,26.0,7.0,2.0,26.0,15.0,130.0,0.0,
315.0,Bones Hyland,24.0,LAC,PG,18.0,0.0,198.0,38.0,103.0,0.369,27.0,72.0,0.375,11.0,31.0,0.355,0.5,21.0,24.0,0.875,5.0,17.0,22.0,26.0,16.0,4.0,19.0,19.0,124.0,0.0,
316.0,Kelly Olynyk,33.0,TOR,C,19.0,1.0,283.0,42.0,86.0,0.488,14.0,31.0,0.452,28.0,55.0,0.509,0.57,26.0,33.0,0.788,18.0,47.0,65.0,41.0,13.0,4.0,25.0,42.0,124.0,0.0,
317.0,Ryan Rollins,22.0,MIL,PG,25.0,5.0,300.0,48.0,98.0,0.49,15.0,41.0,0.366,33.0,57.0,0.579,0.566,13.0,16.0,0.813,9.0,36.0,45.0,28.0,20.0,10.0,21.0,34.0,124.0,0.0,
318.0,Aaron Holiday,28.0,HOU,PG,30.0,0.0,319.0,41.0,97.0,0.423,24.0,62.0,0.387,17.0,35.0,0.486,0.546,15.0,17.0,0.882,6.0,22.0,28.0,34.0,12.0,2.0,14.0,25.0,121.0,0.0,
319.0,Precious Achiuwa,25.0,NYK,PF,22.0,1.0,415.0,50.0,97.0,0.515,5.0,14.0,0.357,45.0,83.0,0.542,0.541,13.0,25.0,0.52,40.0,83.0,123.0,22.0,15.0,18.0,17.0,32.0,118.0,0.0,
320.0,David Roddy,23.0,ATL,PF,23.0,2.0,311.0,42.0,84.0,0.5,16.0,41.0,0.39,26.0,43.0,0.605,0.595,14.0,16.0,0.875,10.0,50.0,60.0,28.0,12.0,6.0,19.0,16.0,114.0,0.0,
321.0,Sandro Mamukelashvili,25.0,SAS,PF,25.0,0.0,213.0,38.0,69.0,0.551,19.0,45.0,0.422,19.0,24.0,0.792,0.688,16.0,22.0,0.727,15.0,47.0,62.0,10.0,4.0,6.0,11.0,16.0,111.0,0.0,
322.0,Trendon Watford,24.0,BRK,PF,13.0,0.0,209.0,35.0,79.0,0.443,8.0,26.0,0.308,27.0,53.0,0.509,0.494,30.0,35.0,0.857,4.0,32.0,36.0,15.0,5.0,4.0,16.0,30.0,108.0,0.0,
323.0,DeAndre Jordan,36.0,DEN,C,30.0,2.0,360.0,48.0,76.0,0.632,0.0,0.0,,48.0,76.0,0.632,0.632,10.0,27.0,0.37,37.0,97.0,134.0,25.0,10.0,15.0,22.0,38.0,106.0,0.0,
324.0,Paul Reed,25.0,DET,C,22.0,0.0,238.0,40.0,71.0,0.563,5.0,16.0,0.313,35.0,55.0,0.636,0.599,21.0,25.0,0.84,16.0,35.0,51.0,23.0,26.0,14.0,12.0,36.0,106.0,0.0,
325.0,Moussa Diabaté,23.0,CHO,C,31.0,4.0,552.0,47.0,78.0,0.603,0.0,0.0,,47.0,78.0,0.603,0.603,11.0,25.0,0.44,92.0,116.0,208.0,19.0,20.0,22.0,27.0,51.0,105.0,0.0,
326.0,Kevin Love,36.0,MIA,PF,17.0,6.0,198.0,35.0,99.0,0.354,21.0,58.0,0.362,14.0,41.0,0.341,0.46,13.0,19.0,0.684,17.0,58.0,75.0,19.0,14.0,2.0,13.0,16.0,104.0,0.0,
327.0,Kyle Lowry,38.0,PHI,PG,25.0,12.0,497.0,31.0,87.0,0.356,22.0,65.0,0.338,9.0,22.0,0.409,0.483,20.0,25.0,0.8,8.0,38.0,46.0,68.0,25.0,8.0,18.0,47.0,104.0,0.0,
328.0,Jabari Walker,22.0,POR,SF,30.0,1.0,310.0,43.0,92.0,0.467,5.0,28.0,0.179,38.0,64.0,0.594,0.495,13.0,18.0,0.722,25.0,63.0,88.0,14.0,12.0,3.0,16.0,35.0,104.0,0.0,
329.0,Reed Sheppard,20.0,HOU,PG,32.0,0.0,360.0,39.0,124.0,0.315,20.0,73.0,0.274,19.0,51.0,0.373,0.395,5.0,6.0,0.833,10.0,30.0,40.0,37.0,17.0,10.0,19.0,28.0,103.0,0.0,
