Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
330.0,Quenton Jackson,26.0,IND,PG,18.0,7.0,254.0,39.0,76.0,0.513,9.0,24.0,0.375,30.0,52.0,0.577,0.572,15.0,21.0,0.714,10.0,17.0,27.0,31.0,9.0,5.0,11.0,32.0,102.0,0.0,
331.0,Pelle Larsson,23.0,MIA,SG,25.0,0.0,323.0,37.0,79.0,0.468,11.0,36.0,0.306,26.0,43.0,0.605,0.538,17.0,27.0,0.63,11.0,27.0,38.0,27.0,12.0,2.0,11.0,43.0,102.0,0.0,
332.0,Keaton Wallace,25.0,ATL,PG,17.0,2.0,286.0,39.0,89.0,0.438,17.0,44.0,0.386,22.0,45.0,0.489,0.534,7.0,7.0,1.0,3.0,25.0,28.0,36.0,17.0,6.0,18.0,18.0,102.0,0.0,
333.0,Mo Bamba,26.0,LAC,C,24.0,0.0,300.0,38.0,85.0,0.447,10.0,41.0,0.244,28.0,44.0,0.636,0.506,14.0,21.0,0.667,21.0,83.0,104.0,14.0,9.0,22.0,16.0,40.0,100.0,0.0,
334.0,Cody Williams,20.0,UTA,SG,25.0,11.0,525.0,35.0,116.0,0.302,15.0,61.0,0.246,20.0,55.0,0.364,0.366,14.0,22.0,0.636,12.0,42.0,54.0,33.0,12.0,10.0,20.0,46.0,99.0,0.0,
335.0,Jaxson Hayes,24.0,LAL,C,19.0,3.0,311.0,38.0,61.0,0.623,0.0,1.0,0.0,38.0,60.0,0.633,0.623,22.0,29.0,0.759,28.0,47.0,75.0,15.0,8.0,13.0,10.0,42.0,98.0,0.0,
336.0,Cam Reddish,25.0,LAL,SF,29.0,8.0,539.0,36.0,85.0,0.424,13.0,45.0,0.289,23.0,40.0,0.575,0.5,13.0,21.0,0.619,15.0,46.0,61.0,22.0,30.0,10.0,12.0,42.0,98.0,0.0,
337.0,Max Strus,28.0,CLE,SF,13.0,0.0,303.0,34.0,85.0,0.4,26.0,70.0,0.371,8.0,15.0,0.533,0.553,4.0,5.0,0.8,11.0,38.0,49.0,38.0,4.0,4.0,15.0,22.0,98.0,0.0,
338.0,Pat Connaughton,32.0,MIL,SG,21.0,0.0,330.0,35.0,87.0,0.402,15.0,52.0,0.288,20.0,35.0,0.571,0.489,12.0,16.0,0.75,13.0,47.0,60.0,36.0,4.0,6.0,12.0,25.0,97.0,0.0,
339.0,Tosan Evbuomwan,23.0,BRK,SF,9.0,0.0,214.0,37.0,66.0,0.561,8.0,24.0,0.333,29.0,42.0,0.69,0.621,15.0,24.0,0.625,10.0,28.0,38.0,12.0,4.0,4.0,16.0,19.0,97.0,0.0,
340.0,Trevelin Queen,27.0,ORL,SG,17.0,2.0,296.0,37.0,91.0,0.407,15.0,48.0,0.313,22.0,43.0,0.512,0.489,8.0,9.0,0.889,15.0,14.0,29.0,28.0,20.0,8.0,17.0,30.0,97.0,0.0,
341.0,Nick Smith Jr.,20.0,CHO,SG,20.0,1.0,232.0,37.0,98.0,0.378,21.0,56.0,0.375,16.0,42.0,0.381,0.485,1.0,2.0,0.5,2.0,29.0,31.0,21.0,6.0,2.0,10.0,11.0,96.0,0.0,
342.0,Marvin Bagley III,25.0,WAS,C,19.0,1.0,166.0,38.0,71.0,0.535,2.0,10.0,0.2,36.0,61.0,0.59,0.549,15.0,23.0,0.652,27.0,29.0,56.0,7.0,7.0,5.0,11.0,12.0,93.0,0.0,
343.0,Reggie Jackson,34.0,PHI,PG,23.0,1.0,272.0,34.0,89.0,0.382,19.0,54.0,0.352,15.0,35.0,0.429,0.489,6.0,7.0,0.857,5.0,25.0,30.0,37.0,12.0,3.0,17.0,24.0,93.0,0.0,
344.0,Caleb Houstan,22.0,ORL,SF,31.0,5.0,366.0,29.0,89.0,0.326,25.0,78.0,0.321,4.0,11.0,0.364,0.466,9.0,9.0,1.0,8.0,16.0,24.0,13.0,7.0,3.0,5.0,32.0,92.0,0.0,
345.0,Doug McDermott,33.0,SAC,SF,26.0,3.0,221.0,31.0,73.0,0.425,26.0,63.0,0.413,5.0,10.0,0.5,0.603,3.0,5.0,0.6,2.0,14.0,16.0,4.0,4.0,1.0,4.0,22.0,91.0,0.0,
346.0,Blake Wesley,21.0,SAS,SG,27.0,0.0,270.0,36.0,79.0,0.456,4.0,21.0,0.19,32.0,58.0,0.552,0.481,15.0,21.0,0.714,6.0,17.0,23.0,51.0,9.0,3.0,25.0,14.0,91.0,0.0,
347.0,Maxi Kleber,33.0,DAL,PF,30.0,4.0,576.0,32.0,80.0,0.4,11.0,40.0,0.275,21.0,40.0,0.525,0.469,14.0,17.0,0.824,23.0,64.0,87.0,35.0,8.0,15.0,20.0,59.0,89.0,0.0,
348.0,Dru Smith,27.0,MIA,SG,14.0,1.0,268.0,31.0,61.0,0.508,16.0,30.0,0.533,15.0,31.0,0.484,0.639,10.0,13.0,0.769,12.0,24.0,36.0,23.0,21.0,6.0,17.0,30.0,88.0,0.0,
349.0,Robert Williams,27.0,POR,C,14.0,2.0,236.0,36.0,52.0,0.692,1.0,3.0,0.333,35.0,49.0,0.714,0.702,14.0,15.0,0.933,21.0,50.0,71.0,17.0,10.0,23.0,13.0,18.0,87.0,0.0,
350.0,Tre Jones,25.0,SAS,PG,23.0,0.0,375.0,31.0,70.0,0.443,6.0,22.0,0.273,25.0,48.0,0.521,0.486,17.0,22.0,0.773,12.0,38.0,50.0,84.0,15.0,4.0,16.0,27.0,85.0,0.0,
351.0,Jaylin Williams,22.0,OKC,PF,15.0,3.0,231.0,32.0,74.0,0.432,19.0,55.0,0.345,13.0,19.0,0.684,0.561,2.0,2.0,1.0,19.0,52.0,71.0,35.0,5.0,8.0,9.0,25.0,85.0,0.0,
352.0,Rayan Rupert,20.0,POR,SG,30.0,0.0,263.0,31.0,75.0,0.413,10.0,34.0,0.294,21.0,41.0,0.512,0.48,12.0,16.0,0.75,20.0,18.0,38.0,14.0,8.0,2.0,15.0,19.0,84.0,0.0,
353.0,Jae'Sean Tate,29.0,HOU,SF,23.0,1.0,247.0,30.0,65.0,0.462,6.0,17.0,0.353,24.0,48.0,0.5,0.508,16.0,25.0,0.64,21.0,32.0,53.0,18.0,13.0,2.0,10.0,43.0,82.0,0.0,
354.0,Ousmane Dieng,21.0,OKC,PF,23.0,0.0,240.0,29.0,80.0,0.363,13.0,47.0,0.277,16.0,33.0,0.485,0.444,10.0,15.0,0.667,11.0,42.0,53.0,17.0,13.0,5.0,6.0,20.0,81.0,0.0,
355.0,Gary Harris,30.0,ORL,SG,20.0,2.0,326.0,29.0,72.0,0.403,19.0,54.0,0.352,10.0,18.0,0.556,0.535,4.0,8.0,0.5,10.0,15.0,25.0,10.0,13.0,5.0,9.0,14.0,81.0,0.0,
356.0,Antonio Reeves,24.0,NOP,SG,17.0,0.0,155.0,31.0,74.0,0.419,11.0,37.0,0.297,20.0,37.0,0.541,0.493,7.0,8.0,0.875,6.0,12.0,18.0,10.0,6.0,0.0,5.0,7.0,80.0,0.0,
357.0,Olivier-Maxence Prosper,22.0,DAL,PF,31.0,0.0,227.0,27.0,69.0,0.391,6.0,22.0,0.273,21.0,47.0,0.447,0.435,18.0,31.0,0.581,22.0,37.0,59.0,16.0,10.0,3.0,6.0,11.0,78.0,0.0,
358.0,Steven Adams,31.0,HOU,C,28.0,0.0,305.0,31.0,52.0,0.596,0.0,0.0,,31.0,52.0,0.596,0.596,15.0,40.0,0.375,65.0,66.0,131.0,30.0,7.0,10.0,27.0,27.0,77.0,0.0,
359.0,Justin Edwards,21.0,PHI,SF,12.0,0.0,221.0,31.0,63.0,0.492,12.0,37.0,0.324,19.0,26.0,0.731,0.587,3.0,5.0,0.6,7.0,24.0,31.0,12.0,4.0,3.0,10.0,22.0,77.0,0.0,
360.0,Rob Dillingham,20.0,MIN,PG,17.0,0.0,159.0,32.0,67.0,0.478,12.0,27.0,0.444,20.0,40.0,0.5,0.567,0.0,0.0,,1.0,11.0,12.0,30.0,2.0,0.0,19.0,11.0,76.0,0.0,
361.0,Isaac Jones,24.0,SAC,PF,22.0,0.0,176.0,32.0,49.0,0.653,1.0,4.0,0.25,31.0,45.0,0.689,0.663,11.0,20.0,0.55,10.0,21.0,31.0,4.0,2.0,8.0,11.0,22.0,76.0,0.0,
362.0,Aaron Nesmith,25.0,IND,SF,8.0,7.0,156.0,26.0,45.0,0.578,10.0,17.0,0.588,16.0,28.0,0.571,0.689,14.0,16.0,0.875,4.0,23.0,27.0,6.0,4.0,2.0,5.0,25.0,76.0,0.0,
363.0,Jeff Dowtin,27.0,PHI,PG,19.0,0.0,221.0,29.0,70.0,0.414,5.0,20.0,0.25,24.0,50.0,0.48,0.45,12.0,17.0,0.706,3.0,23.0,26.0,30.0,8.0,3.0,3.0,13.0,75.0,0.0,
364.0,Johnny Davis,22.0,WAS,SG,28.0,0.0,212.0,30.0,69.0,0.435,7.0,26.0,0.269,23.0,43.0,0.535,0.486,7.0,11.0,0.636,7.0,25.0,32.0,9.0,13.0,6.0,5.0,17.0,74.0,0.0,
365.0,Josh Minott,22.0,MIN,SF,26.0,0.0,188.0,30.0,59.0,0.508,6.0,26.0,0.231,24.0,33.0,0.727,0.559,7.0,9.0,0.778,6.0,23.0,29.0,13.0,11.0,9.0,7.0,24.0,73.0,0.0,
366.0,Patty Mills,36.0,UTA,PG,15.0,0.0,228.0,25.0,71.0,0.352,16.0,52.0,0.308,9.0,19.0,0.474,0.465,5.0,5.0,1.0,2.0,13.0,15.0,21.0,11.0,3.0,13.0,11.0,71.0,0.0,
367.0,Adem Bona,21.0,PHI,C,26.0,1.0,250.0,25.0,33.0,0.758,0.0,0.0,,25.0,33.0,0.758,0.758,19.0,29.0,0.655,22.0,42.0,64.0,6.0,3.0,17.0,17.0,43.0,69.0,0.0,
368.0,Jamal Cain,25.0,NOP,SF,17.0,0.0,227.0,25.0,57.0,0.439,9.0,30.0,0.3,16.0,27.0,0.593,0.518,10.0,16.0,0.625,16.0,30.0,46.0,10.0,9.0,7.0,7.0,21.0,69.0,0.0,
369.0,Kawhi Leonard,33.0,LAC,SF,5.0,5.0,109.0,27.0,55.0,0.491,6.0,17.0,0.353,21.0,38.0,0.553,0.545,8.0,10.0,0.8,3.0,10.0,13.0,8.0,6.0,0.0,5.0,2.0,68.0,0.0,
370.0,Jaylen Nowell,25.0,NOP,SG,8.0,0.0,168.0,26.0,73.0,0.356,8.0,27.0,0.296,18.0,46.0,0.391,0.411,7.0,11.0,0.636,6.0,14.0,20.0,18.0,1.0,4.0,8.0,9.0,67.0,0.0,
371.0,Hunter Tyson,24.0,DEN,PF,31.0,0.0,235.0,21.0,52.0,0.404,10.0,31.0,0.323,11.0,21.0,0.524,0.5,14.0,17.0,0.824,10.0,34.0,44.0,12.0,4.0,4.0,9.0,31.0,66.0,0.0,
372.0,Bruce Brown,28.0,TOR,PG,9.0,0.0,164.0,26.0,60.0,0.433,5.0,16.0,0.313,21.0,44.0,0.477,0.475,8.0,11.0,0.727,11.0,20.0,31.0,8.0,6.0,2.0,8.0,15.0,65.0,0.0,
373.0,Delon Wright,32.0,MIL,PG,25.0,2.0,383.0,22.0,78.0,0.282,12.0,46.0,0.261,10.0,32.0,0.313,0.359,8.0,14.0,0.571,15.0,28.0,43.0,45.0,21.0,8.0,14.0,17.0,64.0,0.0,
374.0,John Konchar,28.0,MEM,SG,22.0,3.0,313.0,23.0,58.0,0.397,12.0,41.0,0.293,11.0,17.0,0.647,0.5,5.0,6.0,0.833,25.0,67.0,92.0,26.0,13.0,10.0,10.0,23.0,63.0,0.0,
375.0,Torrey Craig,34.0,CHI,SF,9.0,1.0,113.0,22.0,45.0,0.489,15.0,35.0,0.429,7.0,10.0,0.7,0.656,3.0,4.0,0.75,8.0,17.0,25.0,5.0,2.0,1.0,0.0,15.0,62.0,0.0,
376.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,22.0,54.0,0.407,13.0,35.0,0.371,9.0,19.0,0.474,0.528,5.0,8.0,0.625,6.0,14.0,20.0,17.0,7.0,2.0,10.0,18.0,62.0,0.0,
377.0,Jericho Sims,26.0,NYK,C,34.0,5.0,413.0,27.0,45.0,0.6,0.0,0.0,,27.0,45.0,0.6,0.6,8.0,13.0,0.615,49.0,77.0,126.0,22.0,8.0,10.0,21.0,46.0,62.0,0.0,
378.0,Jevon Carter,29.0,CHI,PG,19.0,0.0,123.0,21.0,48.0,0.438,13.0,32.0,0.406,8.0,16.0,0.5,0.573,6.0,8.0,0.75,2.0,13.0,15.0,14.0,5.0,1.0,7.0,5.0,61.0,0.0,
379.0,Isaiah Wong,24.0,CHO,SG,10.0,0.0,143.0,20.0,56.0,0.357,4.0,17.0,0.235,16.0,39.0,0.41,0.393,17.0,26.0,0.654,12.0,10.0,22.0,18.0,6.0,0.0,10.0,11.0,61.0,0.0,
380.0,Johnny Furphy,20.0,IND,SG,28.0,0.0,218.0,21.0,55.0,0.382,11.0,32.0,0.344,10.0,23.0,0.435,0.482,7.0,7.0,1.0,13.0,18.0,31.0,9.0,8.0,6.0,9.0,21.0,60.0,0.0,
381.0,Anthony Gill,32.0,WAS,PF,29.0,0.0,179.0,20.0,41.0,0.488,5.0,14.0,0.357,15.0,27.0,0.556,0.549,15.0,24.0,0.625,6.0,22.0,28.0,7.0,6.0,1.0,6.0,15.0,60.0,0.0,
382.0,DaQuan Jeffries,27.0,CHO,SG,8.0,0.0,152.0,24.0,45.0,0.533,9.0,20.0,0.45,15.0,25.0,0.6,0.633,3.0,4.0,0.75,6.0,17.0,23.0,5.0,5.0,5.0,6.0,14.0,60.0,0.0,
383.0,Wendell Moore Jr.,23.0,DET,SG,17.0,1.0,211.0,22.0,48.0,0.458,3.0,13.0,0.231,19.0,35.0,0.543,0.49,13.0,14.0,0.929,11.0,33.0,44.0,22.0,10.0,3.0,9.0,15.0,60.0,0.0,
384.0,Craig Porter Jr.,24.0,CLE,PG,24.0,0.0,187.0,24.0,41.0,0.585,6.0,12.0,0.5,18.0,29.0,0.621,0.659,6.0,8.0,0.75,3.0,15.0,18.0,27.0,5.0,8.0,11.0,10.0,60.0,0.0,
385.0,Dillon Jones,23.0,OKC,SF,27.0,0.0,229.0,22.0,65.0,0.338,7.0,37.0,0.189,15.0,28.0,0.536,0.392,8.0,14.0,0.571,18.0,33.0,51.0,20.0,5.0,2.0,10.0,25.0,59.0,0.0,
386.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,147.0,26.0,49.0,0.531,0.0,0.0,,26.0,49.0,0.531,0.531,6.0,8.0,0.75,21.0,30.0,51.0,18.0,4.0,9.0,14.0,27.0,58.0,0.0,
387.0,Jock Landale,29.0,HOU,C,20.0,0.0,183.0,22.0,53.0,0.415,3.0,7.0,0.429,19.0,46.0,0.413,0.443,11.0,20.0,0.55,23.0,30.0,53.0,15.0,3.0,7.0,10.0,15.0,58.0,0.0,
388.0,Kai Jones,24.0,LAC,C,25.0,0.0,201.0,24.0,34.0,0.706,0.0,2.0,0.0,24.0,32.0,0.75,0.706,9.0,12.0,0.75,14.0,30.0,44.0,10.0,6.0,13.0,10.0,23.0,57.0,0.0,
389.0,Jeff Green,38.0,HOU,PF,13.0,2.0,137.0,20.0,37.0,0.541,8.0,23.0,0.348,12.0,14.0,0.857,0.649,7.0,9.0,0.778,2.0,16.0,18.0,3.0,3.0,1.0,3.0,14.0,55.0,0.0,
390.0,Micah Potter,26.0,UTA,C,16.0,6.0,277.0,19.0,50.0,0.38,13.0,39.0,0.333,6.0,11.0,0.545,0.51,3.0,3.0,1.0,17.0,45.0,62.0,13.0,4.0,6.0,10.0,18.0,54.0,0.0,
391.0,Kobe Bufkin,21.0,ATL,SG,10.0,0.0,124.0,18.0,47.0,0.383,4.0,19.0,0.211,14.0,28.0,0.5,0.426,13.0,18.0,0.722,5.0,16.0,21.0,17.0,3.0,2.0,8.0,9.0,53.0,0.0,
392.0,Cory Joseph,33.0,ORL,PG,27.0,0.0,195.0,19.0,55.0,0.345,14.0,39.0,0.359,5.0,16.0,0.313,0.473,1.0,2.0,0.5,5.0,16.0,21.0,23.0,9.0,3.0,9.0,15.0,53.0,0.0,
393.0,Alex Len,31.0,SAC,C,31.0,3.0,237.0,22.0,40.0,0.55,1.0,5.0,0.2,21.0,35.0,0.6,0.563,7.0,13.0,0.538,24.0,37.0,61.0,28.0,8.0,18.0,9.0,30.0,52.0,0.0,
394.0,Jordan McLaughlin,28.0,SAC,PG,26.0,0.0,180.0,16.0,42.0,0.381,10.0,25.0,0.4,6.0,17.0,0.353,0.5,10.0,14.0,0.714,4.0,17.0,21.0,24.0,10.0,0.0,11.0,13.0,52.0,0.0,
395.0,KJ Simpson,22.0,CHO,PG,12.0,0.0,173.0,18.0,61.0,0.295,5.0,29.0,0.172,13.0,32.0,0.406,0.336,10.0,15.0,0.667,12.0,9.0,21.0,20.0,9.0,2.0,12.0,15.0,51.0,0.0,
396.0,Tyler Kolek,23.0,NYK,PG,25.0,0.0,138.0,17.0,44.0,0.386,10.0,26.0,0.385,7.0,18.0,0.389,0.5,6.0,6.0,1.0,2.0,13.0,15.0,18.0,7.0,1.0,8.0,12.0,50.0,0.0,
397.0,Dwight Powell,33.0,DAL,C,33.0,0.0,251.0,14.0,18.0,0.778,1.0,1.0,1.0,13.0,17.0,0.765,0.806,20.0,30.0,0.667,22.0,37.0,59.0,23.0,12.0,15.0,7.0,38.0,49.0,0.0,
398.0,Dario Šarić,30.0,DEN,C,13.0,4.0,192.0,18.0,54.0,0.333,6.0,24.0,0.25,12.0,30.0,0.4,0.389,7.0,10.0,0.7,13.0,34.0,47.0,22.0,7.0,1.0,14.0,18.0,49.0,0.0,
399.0,Duop Reath,28.0,POR,C,20.0,0.0,121.0,16.0,43.0,0.372,10.0,32.0,0.313,6.0,11.0,0.545,0.488,6.0,8.0,0.75,8.0,11.0,19.0,6.0,0.0,2.0,4.0,15.0,48.0,0.0,
400.0,Elfrid Payton,30.0,NOP,PG,7.0,3.0,144.0,23.0,46.0,0.5,0.0,1.0,0.0,23.0,45.0,0.511,0.5,1.0,2.0,0.5,5.0,19.0,24.0,48.0,10.0,3.0,20.0,10.0,47.0,0.0,
401.0,Jaylon Tyson,22.0,CLE,SG,24.0,1.0,169.0,19.0,47.0,0.404,5.0,17.0,0.294,14.0,30.0,0.467,0.457,4.0,8.0,0.5,15.0,26.0,41.0,16.0,5.0,0.0,11.0,24.0,47.0,0.0,
402.0,Jalen Pickett,25.0,DEN,SG,16.0,0.0,125.0,18.0,35.0,0.514,9.0,21.0,0.429,9.0,14.0,0.643,0.643,1.0,1.0,1.0,2.0,12.0,14.0,26.0,2.0,1.0,6.0,10.0,46.0,0.0,
403.0,Christian Koloko,24.0,LAL,C,22.0,0.0,203.0,21.0,36.0,0.583,0.0,2.0,0.0,21.0,34.0,0.618,0.583,3.0,4.0,0.75,25.0,29.0,54.0,7.0,6.0,8.0,7.0,26.0,45.0,0.0,
404.0,Jordan Walsh,20.0,BOS,PF,28.0,1.0,234.0,16.0,47.0,0.34,8.0,32.0,0.25,8.0,15.0,0.533,0.426,5.0,10.0,0.5,11.0,22.0,33.0,8.0,7.0,8.0,7.0,17.0,45.0,0.0,
405.0,MarJon Beauchamp,24.0,MIL,SF,20.0,0.0,88.0,15.0,37.0,0.405,5.0,17.0,0.294,10.0,20.0,0.5,0.473,8.0,10.0,0.8,4.0,17.0,21.0,2.0,2.0,1.0,12.0,5.0,43.0,0.0,
406.0,Patrick Baldwin Jr.,22.0,WAS,SF,19.0,0.0,79.0,15.0,27.0,0.556,9.0,17.0,0.529,6.0,10.0,0.6,0.722,2.0,4.0,0.5,4.0,11.0,15.0,1.0,2.0,2.0,3.0,5.0,41.0,0.0,
407.0,Kobe Brown,25.0,LAC,PF,12.0,0.0,91.0,17.0,33.0,0.515,3.0,9.0,0.333,14.0,24.0,0.583,0.561,3.0,4.0,0.75,7.0,21.0,28.0,6.0,2.0,0.0,2.0,9.0,40.0,0.0,
408.0,Cam Spencer,24.0,MEM,SG,10.0,0.0,121.0,13.0,30.0,0.433,5.0,16.0,0.313,8.0,14.0,0.571,0.517,9.0,9.0,1.0,5.0,12.0,17.0,16.0,3.0,1.0,5.0,11.0,40.0,0.0,
409.0,Pat Spencer,28.0,GSW,PG,16.0,0.0,108.0,16.0,37.0,0.432,1.0,7.0,0.143,15.0,30.0,0.5,0.446,7.0,10.0,0.7,7.0,13.0,20.0,24.0,8.0,2.0,9.0,7.0,40.0,0.0,
410.0,Tristan Thompson,33.0,CLE,PF,17.0,0.0,116.0,18.0,35.0,0.514,0.0,1.0,0.0,18.0,34.0,0.529,0.514,4.0,16.0,0.25,10.0,33.0,43.0,6.0,0.0,5.0,6.0,10.0,40.0,0.0,
411.0,Luka Garza,26.0,MIN,C,12.0,0.0,52.0,16.0,28.0,0.571,2.0,8.0,0.25,14.0,20.0,0.7,0.607,5.0,8.0,0.625,4.0,7.0,11.0,1.0,1.0,0.0,3.0,6.0,39.0,0.0,
412.0,Gui Santos,22.0,GSW,PF,17.0,1.0,154.0,14.0,33.0,0.424,8.0,22.0,0.364,6.0,11.0,0.545,0.545,3.0,6.0,0.5,13.0,20.0,33.0,18.0,6.0,3.0,9.0,22.0,39.0,0.0,
413.0,Taj Gibson,39.0,CHO,C,16.0,8.0,166.0,16.0,34.0,0.471,1.0,2.0,0.5,15.0,32.0,0.469,0.485,5.0,8.0,0.625,21.0,25.0,46.0,7.0,6.0,4.0,9.0,20.0,38.0,0.0,
414.0,Trey Jemison,25.0,2TM,C,17.0,0.0,181.0,15.0,32.0,0.469,0.0,0.0,,15.0,32.0,0.469,0.469,8.0,21.0,0.381,22.0,26.0,48.0,10.0,7.0,8.0,11.0,31.0,38.0,0.0,
414.0,Trey Jemison,25.0,NOP,C,16.0,0.0,166.0,15.0,32.0,0.469,0.0,0.0,,15.0,32.0,0.469,0.469,8.0,21.0,0.381,22.0,22.0,44.0,10.0,7.0,6.0,10.0,27.0,38.0,0.0,
414.0,Trey Jemison,25.0,LAL,C,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,
415.0,Branden Carlson,25.0,OKC,C,13.0,0.0,81.0,13.0,30.0,0.433,9.0,23.0,0.391,4.0,7.0,0.571,0.583,2.0,2.0,1.0,5.0,18.0,23.0,6.0,2.0,5.0,2.0,7.0,37.0,0.0,
416.0,Brandon Williams,25.0,DAL,PG,12.0,0.0,75.0,13.0,30.0,0.433,3.0,10.0,0.3,10.0,20.0,0.5,0.483,8.0,11.0,0.727,2.0,6.0,8.0,6.0,1.0,0.0,6.0,4.0,37.0,0.0,
417.0,Chris Duarte,27.0,CHI,SG,16.0,0.0,73.0,12.0,25.0,0.48,6.0,14.0,0.429,6.0,11.0,0.545,0.6,6.0,8.0,0.75,5.0,15.0,20.0,8.0,0.0,0.0,1.0,7.0,36.0,0.0,
418.0,Reece Beekman,23.0,2TM,PG,15.0,0.0,138.0,14.0,36.0,0.389,4.0,13.0,0.308,10.0,23.0,0.435,0.444,4.0,7.0,0.571,2.0,7.0,9.0,18.0,7.0,2.0,8.0,5.0,36.0,0.0,
418.0,Reece Beekman,23.0,GSW,PG,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,
418.0,Reece Beekman,23.0,BRK,PG,13.0,0.0,134.0,13.0,35.0,0.371,4.0,13.0,0.308,9.0,22.0,0.409,0.429,4.0,7.0,0.571,1.0,7.0,8.0,17.0,6.0,2.0,8.0,4.0,34.0,0.0,
419.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,14.0,23.0,0.609,0.0,0.0,,14.0,23.0,0.609,0.609,7.0,14.0,0.5,11.0,17.0,28.0,5.0,3.0,8.0,5.0,14.0,35.0,0.0,
