Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
420.0,Drew Peterson,25.0,BOS,PF,11.0,0.0,109.0,11.0,22.0,0.5,7.0,17.0,0.412,4.0,5.0,0.8,0.659,6.0,7.0,0.857,5.0,18.0,23.0,8.0,2.0,2.0,5.0,10.0,35.0,0.0,
421.0,Devin Carter,22.0,SAC,PG,7.0,0.0,94.0,11.0,34.0,0.324,5.0,19.0,0.263,6.0,15.0,0.4,0.397,7.0,10.0,0.7,4.0,22.0,26.0,11.0,1.0,3.0,3.0,8.0,34.0,0.0,
422.0,Landry Shamet,27.0,NYK,SG,12.0,0.0,138.0,15.0,38.0,0.395,4.0,20.0,0.2,11.0,18.0,0.611,0.447,0.0,0.0,,2.0,7.0,9.0,6.0,7.0,1.0,4.0,9.0,34.0,0.0,
423.0,Enrique Freeman,24.0,IND,PF,18.0,1.0,135.0,12.0,25.0,0.48,1.0,6.0,0.167,11.0,19.0,0.579,0.5,7.0,13.0,0.538,5.0,13.0,18.0,7.0,2.0,2.0,5.0,17.0,32.0,0.0,
424.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,150.0,11.0,38.0,0.289,6.0,22.0,0.273,5.0,16.0,0.313,0.368,4.0,4.0,1.0,6.0,6.0,12.0,12.0,8.0,1.0,8.0,17.0,32.0,0.0,
425.0,Bol Bol,25.0,PHO,PF,9.0,0.0,54.0,12.0,20.0,0.6,2.0,8.0,0.25,10.0,12.0,0.833,0.65,5.0,8.0,0.625,5.0,8.0,13.0,1.0,0.0,2.0,3.0,2.0,31.0,0.0,
426.0,Zeke Nnaji,24.0,DEN,PF,25.0,0.0,111.0,14.0,31.0,0.452,0.0,9.0,0.0,14.0,22.0,0.636,0.452,3.0,7.0,0.429,2.0,8.0,10.0,4.0,1.0,2.0,4.0,9.0,31.0,0.0,
427.0,Moses Brown,25.0,IND,C,9.0,0.0,46.0,13.0,20.0,0.65,0.0,0.0,,13.0,20.0,0.65,0.65,3.0,5.0,0.6,4.0,9.0,13.0,0.0,2.0,1.0,6.0,6.0,29.0,0.0,
428.0,JT Thor,22.0,CLE,PF,7.0,0.0,33.0,9.0,12.0,0.75,3.0,4.0,0.75,6.0,8.0,0.75,0.875,7.0,8.0,0.875,3.0,3.0,6.0,0.0,2.0,3.0,4.0,4.0,28.0,0.0,
429.0,Colby Jones,22.0,SAC,SG,23.0,0.0,122.0,11.0,25.0,0.44,4.0,9.0,0.444,7.0,16.0,0.438,0.52,0.0,0.0,,6.0,14.0,20.0,5.0,5.0,6.0,7.0,13.0,26.0,0.0,
430.0,Matt Ryan,27.0,NYK,SF,14.0,0.0,56.0,9.0,25.0,0.36,5.0,16.0,0.313,4.0,9.0,0.444,0.46,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,3.0,1.0,25.0,0.0,
431.0,Xavier Tillman Sr.,26.0,BOS,C,24.0,1.0,176.0,10.0,36.0,0.278,4.0,19.0,0.211,6.0,17.0,0.353,0.333,1.0,2.0,0.5,8.0,27.0,35.0,7.0,8.0,5.0,8.0,13.0,25.0,0.0,
432.0,Jazian Gortman,21.0,DAL,PG,15.0,0.0,55.0,9.0,23.0,0.391,4.0,11.0,0.364,5.0,12.0,0.417,0.478,2.0,4.0,0.5,1.0,4.0,5.0,6.0,2.0,1.0,5.0,9.0,24.0,0.0,
433.0,Ariel Hukporti,22.0,NYK,C,15.0,0.0,118.0,10.0,16.0,0.625,0.0,0.0,,10.0,16.0,0.625,0.625,4.0,8.0,0.5,5.0,23.0,28.0,6.0,0.0,11.0,11.0,15.0,24.0,0.0,
434.0,Yuki Kawamura,23.0,MEM,PG,17.0,0.0,56.0,8.0,21.0,0.381,4.0,15.0,0.267,4.0,6.0,0.667,0.476,4.0,6.0,0.667,0.0,6.0,6.0,12.0,1.0,0.0,4.0,7.0,24.0,0.0,
435.0,Dariq Whitehead,20.0,BRK,SF,7.0,0.0,41.0,8.0,18.0,0.444,8.0,16.0,0.5,0.0,2.0,0.0,0.667,0.0,0.0,,0.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,24.0,0.0,
436.0,Tyler Smith,20.0,MIL,PF,11.0,0.0,38.0,9.0,14.0,0.643,3.0,8.0,0.375,6.0,6.0,1.0,0.75,1.0,2.0,0.5,1.0,9.0,10.0,1.0,0.0,3.0,3.0,4.0,22.0,0.0,
437.0,Jae Crowder,34.0,SAC,SF,7.0,2.0,92.0,6.0,17.0,0.353,3.0,12.0,0.25,3.0,5.0,0.6,0.441,5.0,6.0,0.833,6.0,11.0,17.0,4.0,3.0,0.0,4.0,10.0,20.0,0.0,
438.0,Jaden Springer,22.0,BOS,SG,18.0,0.0,70.0,4.0,14.0,0.286,0.0,4.0,0.0,4.0,10.0,0.4,0.286,12.0,17.0,0.706,4.0,10.0,14.0,6.0,4.0,0.0,2.0,12.0,20.0,0.0,
439.0,Sidy Cissoko,20.0,SAS,SF,14.0,0.0,44.0,8.0,15.0,0.533,3.0,6.0,0.5,5.0,9.0,0.556,0.633,0.0,4.0,0.0,2.0,7.0,9.0,6.0,0.0,0.0,1.0,5.0,19.0,0.0,
440.0,Pacome Dadiet,19.0,NYK,SG,13.0,0.0,83.0,6.0,20.0,0.3,5.0,14.0,0.357,1.0,6.0,0.167,0.425,2.0,2.0,1.0,0.0,13.0,13.0,5.0,1.0,2.0,1.0,5.0,19.0,0.0,
441.0,Damion Lee,32.0,PHO,SG,8.0,0.0,48.0,5.0,21.0,0.238,1.0,12.0,0.083,4.0,9.0,0.444,0.262,8.0,8.0,1.0,1.0,5.0,6.0,5.0,2.0,0.0,3.0,2.0,19.0,0.0,
442.0,Daeqwon Plowden,26.0,ATL,SG,1.0,0.0,25.0,7.0,8.0,0.875,5.0,6.0,0.833,2.0,2.0,1.0,1.188,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,19.0,0.0,
443.0,Orlando Robinson,24.0,SAC,C,9.0,0.0,57.0,7.0,17.0,0.412,1.0,5.0,0.2,6.0,12.0,0.5,0.441,4.0,7.0,0.571,3.0,11.0,14.0,9.0,3.0,1.0,4.0,6.0,19.0,0.0,
444.0,Richaun Holmes,31.0,WAS,PF,7.0,0.0,60.0,7.0,17.0,0.412,0.0,1.0,0.0,7.0,16.0,0.438,0.412,4.0,5.0,0.8,7.0,13.0,20.0,1.0,0.0,4.0,2.0,5.0,18.0,0.0,
445.0,Jeenathan Williams,25.0,HOU,SG,6.0,0.0,21.0,7.0,9.0,0.778,2.0,4.0,0.5,5.0,5.0,1.0,0.889,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,16.0,0.0,
446.0,Vince Williams Jr.,24.0,MEM,SG,3.0,0.0,45.0,7.0,19.0,0.368,1.0,8.0,0.125,6.0,11.0,0.545,0.395,1.0,4.0,0.25,4.0,7.0,11.0,9.0,0.0,2.0,7.0,9.0,16.0,0.0,
447.0,Adam Flagler,25.0,OKC,SG,14.0,0.0,54.0,5.0,31.0,0.161,5.0,28.0,0.179,0.0,3.0,0.0,0.242,0.0,0.0,,3.0,5.0,8.0,0.0,2.0,1.0,1.0,6.0,15.0,0.0,
448.0,E.J. Liddell,24.0,CHI,PF,6.0,0.0,31.0,5.0,8.0,0.625,3.0,6.0,0.5,2.0,2.0,1.0,0.813,2.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,8.0,15.0,0.0,
449.0,Pete Nance,24.0,PHI,PF,4.0,0.0,52.0,5.0,14.0,0.357,4.0,12.0,0.333,1.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,7.0,8.0,3.0,1.0,0.0,0.0,9.0,15.0,0.0,
450.0,Terrence Shannon Jr.,24.0,MIN,SG,10.0,0.0,45.0,7.0,13.0,0.538,1.0,3.0,0.333,6.0,10.0,0.6,0.577,0.0,0.0,,0.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,15.0,0.0,
451.0,Colin Castleton,24.0,MEM,C,10.0,0.0,46.0,2.0,10.0,0.2,0.0,4.0,0.0,2.0,6.0,0.333,0.2,10.0,11.0,0.909,3.0,6.0,9.0,0.0,1.0,1.0,1.0,6.0,14.0,0.0,
452.0,Taylor Hendricks,21.0,UTA,PF,3.0,3.0,75.0,4.0,18.0,0.222,3.0,12.0,0.25,1.0,6.0,0.167,0.306,3.0,4.0,0.75,5.0,10.0,15.0,2.0,5.0,4.0,2.0,8.0,14.0,0.0,
453.0,Keshad Johnson,23.0,MIA,SF,9.0,0.0,53.0,6.0,10.0,0.6,1.0,4.0,0.25,5.0,6.0,0.833,0.65,1.0,4.0,0.25,1.0,14.0,15.0,3.0,1.0,4.0,3.0,5.0,14.0,0.0,
454.0,Oscar Tshiebwe,25.0,UTA,PF,3.0,0.0,46.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,6.0,8.0,0.75,5.0,15.0,20.0,0.0,4.0,0.0,1.0,10.0,14.0,0.0,
455.0,Trey Alexander,21.0,DEN,SG,14.0,0.0,62.0,4.0,18.0,0.222,2.0,9.0,0.222,2.0,9.0,0.222,0.278,2.0,2.0,1.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0,5.0,12.0,0.0,
456.0,Alex Ducas,24.0,OKC,SG,9.0,0.0,31.0,4.0,9.0,0.444,4.0,8.0,0.5,0.0,1.0,0.0,0.667,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,12.0,0.0,
457.0,Elijah Harkless,24.0,UTA,SG,4.0,0.0,67.0,4.0,14.0,0.286,3.0,11.0,0.273,1.0,3.0,0.333,0.393,1.0,4.0,0.25,2.0,7.0,9.0,3.0,5.0,0.0,2.0,9.0,12.0,0.0,
458.0,Armel Traoré,22.0,LAL,SF,8.0,0.0,61.0,5.0,18.0,0.278,0.0,7.0,0.0,5.0,11.0,0.455,0.278,2.0,7.0,0.286,1.0,13.0,14.0,1.0,4.0,2.0,2.0,6.0,12.0,0.0,
459.0,Markieff Morris,35.0,DAL,PF,5.0,0.0,25.0,4.0,14.0,0.286,2.0,7.0,0.286,2.0,7.0,0.286,0.357,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,1.0,2.0,1.0,10.0,0.0,
460.0,Vlatko Čančar,27.0,DEN,PF,4.0,0.0,34.0,4.0,7.0,0.571,1.0,2.0,0.5,3.0,5.0,0.6,0.643,0.0,0.0,,3.0,5.0,8.0,0.0,0.0,1.0,2.0,4.0,9.0,0.0,
461.0,Trentyn Flowers,19.0,LAC,SF,1.0,0.0,14.0,4.0,9.0,0.444,0.0,2.0,0.0,4.0,7.0,0.571,0.444,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,
462.0,A.J. Lawson,24.0,TOR,SG,3.0,0.0,14.0,3.0,7.0,0.429,2.0,5.0,0.4,1.0,2.0,0.5,0.571,1.0,2.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,
463.0,Lester Quiñones,24.0,PHI,SG,4.0,0.0,17.0,4.0,8.0,0.5,0.0,3.0,0.0,4.0,5.0,0.8,0.5,1.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,9.0,0.0,
464.0,Liam Robbins,25.0,MIL,C,13.0,0.0,57.0,2.0,8.0,0.25,0.0,2.0,0.0,2.0,6.0,0.333,0.25,5.0,10.0,0.5,7.0,5.0,12.0,2.0,2.0,2.0,6.0,9.0,9.0,0.0,
465.0,Garrett Temple,38.0,TOR,SG,13.0,0.0,53.0,2.0,10.0,0.2,1.0,5.0,0.2,1.0,5.0,0.2,0.25,4.0,4.0,1.0,2.0,8.0,10.0,9.0,5.0,1.0,4.0,7.0,9.0,0.0,
466.0,James Johnson,37.0,IND,PF,8.0,0.0,27.0,4.0,7.0,0.571,0.0,1.0,0.0,4.0,6.0,0.667,0.571,0.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,4.0,4.0,8.0,0.0,
467.0,Karlo Matković,23.0,NOP,PF,7.0,0.0,49.0,4.0,9.0,0.444,0.0,1.0,0.0,4.0,8.0,0.5,0.444,0.0,0.0,,7.0,8.0,15.0,1.0,4.0,5.0,5.0,7.0,8.0,0.0,
468.0,Jack McVeigh,28.0,HOU,PF,6.0,0.0,21.0,3.0,11.0,0.273,2.0,8.0,0.25,1.0,3.0,0.333,0.364,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,
469.0,Quinten Post,24.0,GSW,PF,3.0,0.0,13.0,3.0,7.0,0.429,1.0,4.0,0.25,2.0,3.0,0.667,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,
470.0,Adama Sanogo,22.0,CHI,C,4.0,0.0,21.0,4.0,7.0,0.571,0.0,0.0,,4.0,7.0,0.571,0.571,0.0,0.0,,5.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,
471.0,Luke Travers,23.0,CLE,SG,6.0,0.0,42.0,3.0,7.0,0.429,0.0,3.0,0.0,3.0,4.0,0.75,0.429,2.0,2.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,8.0,0.0,
472.0,TyTy Washington Jr.,23.0,PHO,PG,4.0,0.0,28.0,3.0,6.0,0.5,2.0,3.0,0.667,1.0,3.0,0.333,0.667,0.0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,8.0,0.0,
473.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,35.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,1.0,1.0,6.0,0.167,1.0,4.0,5.0,5.0,1.0,0.0,1.0,3.0,7.0,0.0,
474.0,AJ Johnson,20.0,MIL,SG,5.0,0.0,11.0,3.0,6.0,0.5,1.0,1.0,1.0,2.0,5.0,0.4,0.583,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,
475.0,Maxwell Lewis,22.0,2TM,SF,8.0,0.0,30.0,3.0,7.0,0.429,1.0,1.0,1.0,2.0,6.0,0.333,0.5,0.0,0.0,,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,
475.0,Maxwell Lewis,22.0,LAL,SF,7.0,0.0,29.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,0.0,0.0,,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,
475.0,Maxwell Lewis,22.0,BRK,SF,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
476.0,Dominick Barlow,21.0,ATL,SF,7.0,0.0,30.0,2.0,7.0,0.286,1.0,2.0,0.5,1.0,5.0,0.2,0.357,1.0,2.0,0.5,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,
477.0,Cam Christie,19.0,LAC,SG,2.0,0.0,18.0,2.0,7.0,0.286,1.0,4.0,0.25,1.0,3.0,0.333,0.357,1.0,2.0,0.5,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,
478.0,JD Davison,22.0,BOS,PG,5.0,0.0,24.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,2.0,2.0,1.0,1.0,0.0,6.0,1.0,6.0,0.0,
479.0,Bryce McGowens,22.0,POR,SG,4.0,0.0,11.0,3.0,5.0,0.6,0.0,2.0,0.0,3.0,3.0,1.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,
480.0,Taze Moore,26.0,POR,SG,2.0,0.0,20.0,2.0,10.0,0.2,1.0,4.0,0.25,1.0,6.0,0.167,0.25,1.0,2.0,0.5,4.0,4.0,8.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,
481.0,Jacob Toppin,24.0,NYK,SF,13.0,0.0,40.0,3.0,9.0,0.333,0.0,2.0,0.0,3.0,7.0,0.429,0.333,0.0,0.0,,2.0,7.0,9.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,
482.0,Stanley Umude,25.0,MIL,SG,15.0,0.0,48.0,2.0,13.0,0.154,2.0,8.0,0.25,0.0,5.0,0.0,0.231,0.0,2.0,0.0,3.0,10.0,13.0,2.0,2.0,2.0,1.0,5.0,6.0,0.0,
483.0,James Wiseman,23.0,IND,C,1.0,0.0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,
484.0,Josh Christopher,23.0,MIA,SG,6.0,0.0,22.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,4.0,0.5,0.4,1.0,2.0,0.5,0.0,2.0,2.0,4.0,0.0,1.0,4.0,1.0,5.0,0.0,
485.0,PJ Hall,22.0,DEN,C,8.0,0.0,18.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.4,1.0,2.0,0.5,0.0,5.0,5.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,
486.0,Alondes Williams,25.0,DET,SG,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,
487.0,Ulrich Chomche,19.0,TOR,PF,5.0,0.0,19.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,
488.0,Jalen Hood-Schifino,21.0,LAL,SG,2.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,
489.0,Bronny James,20.0,LAL,SG,10.0,0.0,23.0,1.0,9.0,0.111,0.0,4.0,0.0,1.0,5.0,0.2,0.111,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,0.0,
490.0,Jared Rhoden,25.0,CHO,SG,4.0,0.0,12.0,2.0,8.0,0.25,0.0,2.0,0.0,2.0,6.0,0.333,0.25,0.0,0.0,,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,
491.0,Baylor Scheierman,24.0,BOS,SG,6.0,0.0,38.0,1.0,11.0,0.091,0.0,7.0,0.0,1.0,4.0,0.25,0.091,2.0,2.0,1.0,2.0,8.0,10.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,
492.0,D.J. Carton,24.0,TOR,SG,4.0,0.0,33.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,4.0,0.25,0.143,1.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,4.0,1.0,3.0,0.0,
493.0,Cui Yongxi,21.0,BRK,SG,5.0,0.0,10.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,4.0,0.25,0.143,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
494.0,David Duke Jr.,25.0,SAS,SG,1.0,0.0,8.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,
495.0,Collin Gillespie,25.0,PHO,PG,1.0,0.0,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
496.0,Jaylen Martin,21.0,BRK,SF,3.0,0.0,5.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,
497.0,Tristen Newton,23.0,2TM,SG,6.0,0.0,9.0,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,
497.0,Tristen Newton,23.0,IND,SG,5.0,0.0,8.0,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,
497.0,Tristen Newton,23.0,MIN,SG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
498.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,10.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,
499.0,Isaiah Crawford,23.0,SAC,SF,3.0,0.0,9.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
500.0,RayJ Dennis,23.0,IND,PG,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,
501.0,Mouhamed Gueye,22.0,ATL,PF,2.0,0.0,11.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,
502.0,Spencer Jones,23.0,DEN,SF,5.0,0.0,13.0,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,
503.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,
504.0,Chris Livingston,21.0,MIL,SF,7.0,0.0,18.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,
505.0,Leonard Miller,21.0,MIN,SF,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,
506.0,Alex Reese,25.0,OKC,PF,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
507.0,Tristan Vukcevic,21.0,WAS,C,4.0,0.0,10.0,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,
508.0,Jalen Bridges,23.0,PHO,SF,4.0,0.0,17.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,
509.0,Daishen Nix,22.0,MIN,PG,3.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.5,0.0,4.0,4.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,
510.0,Jaylen Clark,23.0,MIN,SG,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
511.0,Kessler Edwards,24.0,DAL,SF,12.0,0.0,26.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,
512.0,Joe Ingles,37.0,MIN,SF,9.0,0.0,35.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,
513.0,Harrison Ingram,22.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
514.0,Daniss Jenkins,23.0,DET,PG,3.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
515.0,Mason Jones,26.0,SAC,SG,3.0,0.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,
516.0,Bobi Klintman,21.0,DET,SF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
517.0,Mac McClung,26.0,ORL,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
518.0,Justin Minaya,25.0,POR,SF,5.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,
519.0,Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
520.0,Cole Swider,25.0,DET,SF,2.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
,League Average,,,,,,,,,0.465,,,0.36,,,0.542,0.541,,,0.778,,,,,,,,,,,
