Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Shai Gilgeous-Alexander,26.0,OKC,PG,63.0,63.0,34.3,11.3,21.5,0.525,2.2,5.8,0.373,9.1,15.7,0.581,0.575,8.0,8.9,0.9,0.9,4.2,5.1,6.2,1.8,1.1,2.5,2.3,32.7,
2.0,Giannis Antetokounmpo,30.0,MIL,PF,51.0,51.0,33.9,12.3,20.3,0.605,0.2,0.8,0.19,12.1,19.5,0.622,0.608,6.1,10.3,0.595,2.3,9.7,12.0,5.8,0.8,1.2,3.3,2.5,30.9,
3.0,Nikola Jokić,29.0,DEN,C,59.0,59.0,36.4,11.1,19.2,0.577,1.9,4.5,0.43,9.1,14.7,0.622,0.627,4.8,5.9,0.809,2.9,10.1,13.0,10.5,1.8,0.7,3.3,2.2,28.9,
4.0,Anthony Edwards,23.0,MIN,SG,63.0,63.0,36.4,9.0,20.3,0.441,4.1,10.0,0.406,4.9,10.3,0.476,0.542,5.1,6.2,0.835,0.8,5.2,6.0,4.6,1.1,0.6,3.3,1.8,27.2,
5.0,Jayson Tatum,26.0,BOS,PF,60.0,60.0,36.5,9.2,20.3,0.455,3.6,10.2,0.355,5.6,10.1,0.556,0.544,5.1,6.3,0.804,0.7,8.2,8.9,5.8,1.1,0.5,2.9,2.2,27.2,
6.0,Luka Dončić,25.0,2TM,PG,34.0,34.0,35.1,9.1,20.6,0.442,3.3,9.6,0.343,5.8,10.9,0.53,0.522,5.4,7.1,0.759,0.8,7.5,8.4,7.9,1.9,0.4,3.7,2.6,26.9,
6.0,Luka Dončić,25.0,DAL,PG,22.0,22.0,35.7,9.8,21.2,0.464,3.4,9.6,0.354,6.4,11.5,0.555,0.544,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2.0,0.4,3.4,2.6,28.1,
6.0,Luka Dončić,25.0,LAL,PG,12.0,12.0,34.1,7.8,19.4,0.399,3.1,9.6,0.322,4.7,9.8,0.475,0.479,5.9,7.9,0.747,1.0,7.4,8.4,8.0,1.8,0.4,4.2,2.7,24.5,
7.0,Kevin Durant,36.0,PHO,PF,52.0,52.0,37.1,9.8,18.5,0.527,2.5,6.1,0.409,7.3,12.4,0.585,0.595,4.9,5.9,0.832,0.4,5.8,6.1,4.3,0.8,1.3,3.0,1.7,26.9,
8.0,Jalen Brunson,28.0,NYK,PG,61.0,61.0,35.4,9.1,18.7,0.49,2.3,6.0,0.384,6.9,12.7,0.541,0.552,5.7,7.0,0.825,0.4,2.6,3.0,7.4,1.0,0.1,2.5,2.2,26.3,
9.0,Tyrese Maxey,24.0,PHI,PG,52.0,52.0,37.7,9.2,21.0,0.437,3.1,9.2,0.337,6.1,11.8,0.515,0.511,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,
10.0,Devin Booker,28.0,PHO,SG,59.0,59.0,37.5,8.6,18.8,0.457,2.7,7.7,0.345,5.9,11.1,0.534,0.527,6.1,6.8,0.893,1.0,3.1,4.1,6.8,1.1,0.2,2.8,2.7,26.0,
11.0,Anthony Davis,31.0,2TM,PF,43.0,43.0,34.2,9.5,18.0,0.528,0.7,2.2,0.313,8.8,15.8,0.559,0.548,6.0,7.6,0.786,2.9,9.1,12.0,3.4,1.3,2.2,2.2,1.9,25.7,
11.0,Anthony Davis,31.0,LAL,C,42.0,42.0,34.3,9.5,18.0,0.528,0.7,2.2,0.298,8.9,15.8,0.56,0.546,6.0,7.6,0.788,2.8,9.0,11.9,3.4,1.3,2.1,2.2,2.0,25.7,
11.0,Anthony Davis,31.0,DAL,PF,1.0,1.0,31.0,10.0,18.0,0.556,2.0,2.0,1.0,8.0,16.0,0.5,0.611,4.0,6.0,0.667,4.0,12.0,16.0,7.0,0.0,3.0,1.0,0.0,26.0,
12.0,LaMelo Ball,23.0,CHO,PG,41.0,41.0,32.3,8.8,21.9,0.403,3.8,11.6,0.331,5.0,10.3,0.483,0.491,4.1,5.0,0.828,1.0,4.3,5.3,7.0,1.2,0.3,3.5,3.4,25.6,
13.0,Cade Cunningham,23.0,DET,PG,60.0,60.0,35.3,9.5,20.5,0.463,2.2,6.2,0.361,7.3,14.3,0.508,0.518,4.4,5.1,0.857,0.8,5.3,6.1,9.3,1.0,0.8,4.6,2.7,25.6,
14.0,Damian Lillard,34.0,MIL,PG,53.0,53.0,36.2,7.9,17.4,0.453,3.5,9.1,0.378,4.4,8.3,0.537,0.553,6.2,6.8,0.922,0.5,4.2,4.7,7.1,1.2,0.2,2.9,1.7,25.5,
15.0,LeBron James,40.0,LAL,SF,58.0,58.0,34.9,9.6,18.5,0.517,2.3,5.9,0.384,7.3,12.6,0.58,0.579,3.6,4.7,0.77,1.0,7.2,8.2,8.5,0.9,0.6,3.9,1.5,25.0,
16.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,
17.0,Stephen Curry,36.0,GSW,PG,56.0,56.0,32.2,8.1,18.0,0.448,4.5,11.3,0.398,3.6,6.8,0.532,0.573,3.9,4.2,0.936,0.6,3.8,4.4,6.1,1.1,0.4,2.9,1.3,24.5,
18.0,Franz Wagner,23.0,ORL,SF,46.0,46.0,33.6,9.0,19.5,0.464,1.8,5.9,0.303,7.3,13.6,0.534,0.51,4.6,5.4,0.852,1.0,4.6,5.5,4.7,1.4,0.4,2.2,2.6,24.5,
19.0,Zion Williamson,24.0,NOP,PF,26.0,26.0,28.4,9.7,17.2,0.563,0.1,0.5,0.231,9.5,16.7,0.573,0.566,5.0,7.9,0.639,2.7,4.5,7.2,5.0,1.3,0.9,3.0,2.7,24.5,
20.0,Paolo Banchero,22.0,ORL,PF,32.0,32.0,33.9,8.3,18.8,0.44,1.8,5.7,0.317,6.5,13.1,0.494,0.488,5.9,8.4,0.703,1.1,5.8,6.9,4.8,0.8,0.7,3.0,2.2,24.3,
21.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,
22.0,Donovan Mitchell,28.0,CLE,SG,60.0,60.0,31.3,8.4,18.6,0.451,3.5,9.0,0.384,4.9,9.5,0.514,0.544,4.0,4.9,0.819,0.7,3.6,4.3,4.8,1.3,0.2,2.1,2.0,24.2,
23.0,Karl-Anthony Towns,29.0,NYK,C,57.0,57.0,35.1,8.7,16.7,0.523,2.1,4.9,0.421,6.7,11.8,0.565,0.584,4.8,5.7,0.834,3.0,10.2,13.3,3.1,1.0,0.7,2.6,3.5,24.2,
24.0,Zach LaVine,29.0,2TM,SF,57.0,57.0,34.8,8.6,16.8,0.512,3.2,7.3,0.437,5.4,9.6,0.569,0.606,3.4,4.2,0.823,0.3,4.4,4.6,4.3,0.9,0.2,2.8,1.4,23.8,
24.0,Zach LaVine,29.0,CHI,SF,42.0,42.0,34.1,8.6,16.9,0.511,3.2,7.3,0.446,5.4,9.6,0.56,0.607,3.5,4.3,0.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,
24.0,Zach LaVine,29.0,SAC,SG,15.0,15.0,36.8,8.5,16.6,0.514,3.0,7.3,0.413,5.5,9.3,0.593,0.604,3.3,3.7,0.909,0.3,3.9,4.1,3.9,0.9,0.1,2.7,1.2,23.4,
25.0,Joel Embiid,30.0,PHI,C,19.0,19.0,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,
26.0,Tyler Herro,25.0,MIA,SG,61.0,61.0,35.6,8.3,18.1,0.458,3.5,9.5,0.37,4.8,8.6,0.556,0.556,3.6,4.2,0.857,0.4,5.0,5.4,5.7,0.8,0.2,2.6,1.3,23.8,
27.0,Norman Powell,31.0,LAC,SG,46.0,46.0,33.0,8.3,16.7,0.494,3.3,7.7,0.424,5.0,9.0,0.554,0.592,4.0,4.8,0.821,0.4,3.1,3.5,2.2,1.3,0.2,2.0,1.9,23.8,
28.0,Cam Thomas,23.0,BRK,SG,23.0,21.0,31.2,7.9,17.8,0.443,2.7,7.6,0.349,5.2,10.2,0.513,0.517,5.4,6.2,0.88,0.5,2.8,3.3,3.5,0.6,0.0,2.5,1.8,23.8,
29.0,Trae Young,26.0,ATL,PG,60.0,60.0,36.2,7.4,18.2,0.404,2.8,8.6,0.325,4.6,9.6,0.476,0.481,6.3,7.3,0.867,0.4,2.7,3.1,11.5,1.1,0.2,4.8,2.0,23.8,
30.0,De'Aaron Fox,27.0,2TM,PG,61.0,61.0,36.1,8.6,18.7,0.463,1.9,6.1,0.31,6.7,12.5,0.538,0.514,4.2,5.1,0.824,0.9,3.9,4.7,6.2,1.5,0.4,2.8,2.6,23.4,
30.0,De'Aaron Fox,27.0,SAC,PG,45.0,45.0,37.0,9.2,19.6,0.469,2.0,6.4,0.322,7.2,13.3,0.539,0.521,4.5,5.5,0.829,1.0,4.0,5.0,6.1,1.5,0.4,3.0,2.6,25.0,
30.0,De'Aaron Fox,27.0,SAS,PG,16.0,16.0,33.6,7.1,15.9,0.443,1.5,5.5,0.273,5.6,10.4,0.533,0.49,3.3,4.1,0.803,0.4,3.6,4.0,6.6,1.5,0.3,2.4,2.6,18.9,
31.0,Jaylen Brown,28.0,BOS,SF,54.0,54.0,35.4,8.6,18.7,0.461,1.9,5.9,0.321,6.7,12.8,0.526,0.512,4.1,5.4,0.759,1.5,4.6,6.1,4.8,1.3,0.3,2.7,2.5,23.3,
32.0,Jaren Jackson Jr.,25.0,MEM,C,59.0,59.0,29.4,8.2,16.5,0.497,1.9,5.2,0.365,6.3,11.3,0.558,0.555,4.5,5.8,0.772,1.3,4.5,5.8,2.1,1.3,1.6,2.2,3.4,22.7,
33.0,James Harden,35.0,LAC,PG,61.0,61.0,34.9,6.5,16.5,0.394,3.0,8.7,0.34,3.5,7.8,0.455,0.484,6.3,7.2,0.873,0.7,5.1,5.8,8.6,1.5,0.6,4.5,2.0,22.2,
34.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,
35.0,DeMar DeRozan,35.0,SAC,SF,59.0,59.0,35.9,8.1,16.7,0.484,1.1,3.1,0.348,7.0,13.6,0.515,0.516,4.9,5.6,0.878,0.6,3.4,4.0,4.1,0.9,0.4,1.4,1.9,22.1,
36.0,Trey Murphy III,24.0,NOP,SF,49.0,47.0,35.6,7.4,16.2,0.456,3.1,8.5,0.361,4.3,7.7,0.561,0.551,4.0,4.5,0.882,0.9,4.2,5.2,3.7,1.1,0.8,1.9,2.1,21.8,
37.0,Ja Morant,25.0,MEM,PG,41.0,41.0,29.9,7.4,16.9,0.438,1.5,5.3,0.282,5.9,11.7,0.508,0.482,5.3,6.4,0.836,0.6,3.4,4.0,7.5,1.2,0.3,3.8,2.2,21.7,
38.0,RJ Barrett,24.0,TOR,SF,51.0,51.0,33.1,8.1,17.1,0.472,1.9,5.3,0.361,6.2,11.8,0.522,0.528,3.5,5.5,0.649,1.0,5.5,6.5,5.7,0.8,0.3,3.0,2.5,21.6,
39.0,Jamal Murray,27.0,DEN,PG,58.0,58.0,36.4,7.9,16.7,0.475,2.3,5.9,0.397,5.6,10.8,0.518,0.545,3.3,3.7,0.884,0.6,3.1,3.7,6.1,1.4,0.5,2.1,1.9,21.5,
40.0,CJ McCollum,33.0,NOP,PG,49.0,49.0,33.0,8.0,17.9,0.449,3.1,8.1,0.378,4.9,9.7,0.507,0.535,2.3,3.1,0.727,0.7,3.0,3.7,3.9,0.7,0.5,1.8,2.2,21.4,
41.0,Jalen Williams,23.0,OKC,SG,61.0,61.0,32.6,8.1,16.9,0.478,1.8,5.0,0.362,6.3,11.9,0.528,0.532,3.3,4.2,0.791,0.9,4.6,5.5,5.3,1.7,0.7,2.2,2.4,21.3,
42.0,Miles Bridges,26.0,CHO,PF,50.0,50.0,32.5,7.6,17.4,0.439,2.3,7.1,0.326,5.3,10.4,0.515,0.505,3.6,4.1,0.878,1.2,6.7,7.8,3.8,0.8,0.7,2.1,1.6,21.2,
43.0,Jordan Poole,25.0,WAS,SG,53.0,53.0,31.1,6.9,16.3,0.424,3.5,9.4,0.374,3.4,6.9,0.492,0.532,3.8,4.4,0.879,0.5,2.7,3.2,4.7,1.4,0.5,3.2,3.2,21.2,
44.0,Jalen Green,22.0,HOU,SG,65.0,65.0,33.1,7.4,17.6,0.424,2.9,8.2,0.355,4.5,9.4,0.484,0.507,3.2,3.9,0.829,0.5,3.9,4.4,3.3,0.8,0.3,2.6,1.6,21.0,
45.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,
46.0,Darius Garland,25.0,CLE,PG,60.0,60.0,30.3,7.4,15.5,0.478,2.9,7.0,0.415,4.5,8.5,0.53,0.572,3.1,3.6,0.878,0.6,2.0,2.6,6.7,1.1,0.2,2.4,2.0,20.9,
47.0,Pascal Siakam,30.0,IND,PF,63.0,63.0,32.8,7.9,15.2,0.521,1.7,4.3,0.4,6.2,10.9,0.569,0.578,3.1,4.2,0.748,1.7,5.4,7.1,3.3,0.9,0.5,1.3,2.5,20.7,
48.0,Scottie Barnes,23.0,TOR,PF,51.0,51.0,34.1,7.4,16.7,0.442,1.2,4.6,0.263,6.2,12.1,0.511,0.479,3.6,4.7,0.778,1.7,6.2,7.9,6.0,1.5,1.1,2.9,1.9,19.6,
49.0,Domantas Sabonis,28.0,SAC,C,56.0,56.0,35.3,7.7,12.9,0.596,1.0,2.4,0.432,6.7,10.5,0.632,0.635,3.2,4.2,0.747,3.9,10.2,14.1,6.2,0.6,0.4,3.0,3.4,19.5,
50.0,Anfernee Simons,25.0,POR,SG,62.0,62.0,32.9,7.0,16.1,0.433,3.1,8.4,0.371,3.9,7.7,0.5,0.529,2.5,2.8,0.908,0.3,2.4,2.7,4.8,0.9,0.1,2.1,1.7,19.5,
51.0,Lauri Markkanen,27.0,UTA,PF,43.0,43.0,32.1,6.4,15.0,0.425,2.9,8.4,0.347,3.4,6.5,0.527,0.523,3.6,4.2,0.872,1.7,4.5,6.1,1.6,0.8,0.4,1.4,1.8,19.3,
52.0,Alperen Şengün,22.0,HOU,C,61.0,61.0,31.4,7.5,15.1,0.498,0.3,1.3,0.238,7.2,13.8,0.523,0.509,3.8,5.6,0.69,3.4,7.0,10.4,4.9,1.1,0.8,2.6,2.9,19.2,
53.0,Coby White,24.0,CHI,SG,58.0,57.0,32.9,6.5,14.9,0.436,3.0,8.3,0.363,3.5,6.6,0.529,0.537,3.1,3.5,0.9,0.3,3.1,3.5,4.5,1.0,0.2,2.3,2.2,19.1,
54.0,Nikola Vučević,34.0,CHI,C,57.0,56.0,32.0,7.8,14.5,0.534,1.8,4.5,0.389,6.0,10.0,0.599,0.594,1.7,2.1,0.817,2.3,7.9,10.3,3.4,0.9,0.6,1.7,2.4,19.0,
55.0,John Collins,27.0,UTA,PF,39.0,30.0,30.6,7.0,13.3,0.524,1.5,3.7,0.4,5.5,9.6,0.572,0.58,3.4,4.0,0.854,2.2,6.0,8.2,2.1,1.0,1.0,2.6,2.9,18.9,
56.0,Cameron Johnson,28.0,BRK,PF,48.0,48.0,31.8,6.3,13.2,0.474,2.9,7.3,0.401,3.3,5.9,0.566,0.585,3.5,4.0,0.88,0.9,3.3,4.2,3.0,0.9,0.4,1.6,1.8,18.9,
57.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,
58.0,Kristaps Porziņģis,29.0,BOS,C,32.0,32.0,28.9,6.4,13.6,0.474,2.4,6.0,0.403,4.0,7.6,0.529,0.562,3.7,4.5,0.813,1.6,5.2,6.8,1.9,0.8,1.6,1.2,2.8,18.9,
59.0,Austin Reaves,26.0,LAL,SG,56.0,56.0,34.4,5.9,13.6,0.437,2.5,7.0,0.36,3.4,6.6,0.519,0.53,4.4,5.0,0.868,0.9,3.4,4.3,5.9,1.1,0.3,2.4,2.0,18.8,
60.0,Desmond Bane,26.0,MEM,SG,53.0,52.0,31.5,7.0,14.3,0.487,2.2,5.8,0.373,4.8,8.5,0.564,0.562,2.6,3.0,0.881,0.9,5.3,6.2,5.5,1.2,0.5,2.5,2.4,18.7,
61.0,Julius Randle,30.0,MIN,PF,53.0,53.0,32.6,6.5,13.9,0.469,1.5,4.6,0.317,5.1,9.3,0.545,0.522,4.2,5.2,0.821,2.2,5.0,7.3,4.7,0.7,0.2,2.8,2.5,18.7,
62.0,Tyrese Haliburton,24.0,IND,PG,59.0,59.0,34.0,6.5,13.8,0.468,3.1,7.8,0.39,3.4,6.0,0.569,0.578,2.5,2.9,0.861,0.6,2.9,3.5,8.9,1.5,0.6,1.7,1.3,18.5,
63.0,Evan Mobley,23.0,CLE,PF,57.0,57.0,30.2,7.1,12.6,0.566,1.1,2.9,0.365,6.0,9.6,0.627,0.608,3.2,4.4,0.742,2.3,7.0,9.3,3.1,0.9,1.6,2.0,2.1,18.5,
64.0,Michael Porter Jr.,26.0,DEN,SF,62.0,62.0,33.7,7.0,13.8,0.509,2.6,6.4,0.404,4.5,7.5,0.598,0.602,1.8,2.5,0.743,1.8,5.1,6.9,2.1,0.6,0.5,1.3,1.9,18.5,
65.0,Kawhi Leonard,33.0,LAC,SF,22.0,22.0,29.4,7.1,15.6,0.453,1.8,5.0,0.351,5.3,10.6,0.502,0.51,2.2,2.8,0.774,1.0,4.0,5.0,2.8,1.2,0.5,2.1,1.5,18.1,
66.0,Collin Sexton,26.0,UTA,SG,50.0,48.0,28.1,6.4,13.6,0.472,1.8,4.5,0.404,4.6,9.1,0.506,0.539,3.5,3.9,0.888,1.0,1.8,2.8,4.2,0.7,0.1,2.6,2.2,18.1,
67.0,De'Andre Hunter,27.0,2TM,SF,49.0,7.0,27.8,5.7,12.2,0.468,2.6,6.2,0.413,3.2,6.0,0.525,0.573,3.8,4.5,0.855,0.7,3.3,4.0,1.5,0.7,0.2,1.4,2.3,17.8,
67.0,De'Andre Hunter,27.0,ATL,SF,37.0,4.0,28.8,6.1,13.3,0.461,2.6,6.7,0.393,3.5,6.6,0.531,0.56,4.1,4.8,0.858,0.7,3.2,3.9,1.5,0.8,0.1,1.6,2.4,19.0,
67.0,De'Andre Hunter,27.0,CLE,SF,12.0,3.0,24.9,4.4,8.8,0.5,2.3,4.7,0.5,2.1,4.2,0.5,0.632,3.1,3.7,0.841,0.7,3.7,4.3,1.3,0.3,0.3,0.8,2.3,14.3,
68.0,Bam Adebayo,27.0,MIA,C,62.0,62.0,34.5,6.9,14.1,0.49,0.8,2.7,0.311,6.0,11.4,0.532,0.519,3.2,4.3,0.752,2.5,7.5,10.0,4.4,1.2,0.7,2.1,2.2,17.8,
69.0,Andrew Wiggins,29.0,2TM,SF,51.0,51.0,30.8,6.1,13.9,0.438,2.1,5.8,0.368,3.9,8.1,0.488,0.515,3.4,4.4,0.784,1.5,3.1,4.6,2.5,0.9,0.8,1.5,1.6,17.7,
69.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,30.1,6.1,13.7,0.444,2.2,5.8,0.379,3.9,7.9,0.491,0.524,3.2,4.2,0.777,1.5,3.0,4.6,2.4,0.9,0.8,1.3,1.6,17.6,
69.0,Andrew Wiggins,29.0,MIA,SF,8.0,8.0,34.4,6.1,15.0,0.408,1.9,6.0,0.313,4.3,9.0,0.472,0.471,4.4,5.4,0.814,1.6,3.3,4.9,2.9,0.9,1.0,2.5,1.5,18.5,
70.0,Malik Monk,26.0,SAC,SG,53.0,40.0,32.4,6.5,14.8,0.44,2.2,6.8,0.325,4.3,8.0,0.538,0.515,2.4,2.8,0.872,0.4,3.4,3.8,5.8,1.0,0.6,2.3,2.6,17.7,
71.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,
72.0,Bradley Beal,31.0,PHO,SG,45.0,30.0,32.7,6.7,13.4,0.502,2.0,4.9,0.4,4.8,8.5,0.562,0.576,2.1,2.6,0.814,0.7,2.8,3.5,3.8,1.0,0.6,2.0,2.6,17.5,
73.0,Dejounte Murray,28.0,NOP,PG,31.0,31.0,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,
74.0,Shaedon Sharpe,21.0,POR,SG,58.0,38.0,30.3,6.5,14.5,0.449,1.9,6.2,0.317,4.6,8.3,0.548,0.517,2.4,3.1,0.798,0.8,3.2,4.0,2.6,0.8,0.2,1.9,1.8,17.4,
75.0,Jimmy Butler,35.0,2TM,SF,38.0,38.0,31.1,5.5,10.8,0.51,0.5,1.6,0.295,5.1,9.2,0.547,0.532,5.7,6.9,0.831,2.3,3.1,5.4,5.1,1.2,0.3,1.3,0.9,17.2,
75.0,Jimmy Butler,35.0,MIA,PF,25.0,25.0,30.6,5.7,10.5,0.54,0.5,1.4,0.361,5.2,9.1,0.568,0.565,5.2,6.4,0.801,2.2,3.0,5.2,4.8,1.1,0.4,1.2,0.9,17.0,
75.0,Jimmy Butler,35.0,GSW,SF,13.0,13.0,31.8,5.2,11.5,0.456,0.4,1.9,0.2,4.8,9.5,0.508,0.473,6.8,7.7,0.88,2.5,3.2,5.7,5.7,1.3,0.2,1.4,1.0,17.6,
76.0,Mikal Bridges,28.0,NYK,SF,64.0,64.0,37.8,7.1,14.5,0.492,2.1,6.0,0.349,5.0,8.4,0.594,0.565,0.9,1.2,0.757,0.9,2.3,3.2,3.5,0.9,0.6,1.5,1.4,17.2,
77.0,Immanuel Quickley,25.0,TOR,PG,25.0,25.0,28.4,5.6,13.1,0.425,2.5,6.6,0.38,3.0,6.4,0.472,0.521,3.5,4.1,0.854,0.4,3.0,3.4,5.5,0.6,0.1,1.8,1.9,17.2,
78.0,Keyonte George,21.0,UTA,PG,53.0,32.0,31.4,5.4,13.8,0.394,2.6,7.7,0.343,2.8,6.1,0.458,0.49,3.4,4.2,0.796,0.4,3.4,3.8,5.9,0.7,0.2,2.8,1.7,16.8,
79.0,Jonathan Kuminga,22.0,GSW,PF,32.0,10.0,26.0,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8,
80.0,Jordan Clarkson,32.0,UTA,SG,32.0,9.0,26.6,5.6,13.8,0.407,2.4,6.5,0.365,3.3,7.3,0.444,0.493,3.0,3.7,0.805,0.7,2.5,3.2,3.9,0.8,0.3,2.1,1.6,16.6,
81.0,Derrick White,30.0,BOS,SG,62.0,62.0,33.7,5.6,12.6,0.445,3.5,9.0,0.388,2.1,3.7,0.583,0.583,1.8,2.1,0.856,0.9,3.4,4.3,4.4,0.9,1.0,1.6,1.8,16.6,
